# Original image data
# 32x32
0.004,	0.004,	0.006,	0.002,	0.000,	0.000,	0.003,	0.001,	0.002,	0.001,	0.003,	0.000,	0.002,	0.005,	0.000,	0.001,	0.001,	0.000,	0.005,	0.002,	0.005,	0.006,	0.005,	0.006,	0.001,	0.000,	0.002,	0.001,	0.001,	0.001,	0.001,	0.001
0.004,	0.007,	0.007,	0.006,	0.001,	0.003,	0.007,	0.006,	0.009,	0.011,	0.012,	0.003,	0.002,	0.003,	0.004,	0.001,	0.005,	0.007,	0.009,	0.007,	0.008,	0.008,	0.005,	0.005,	0.000,	0.001,	0.001,	0.002,	0.001,	0.000,	0.002,	0.000
0.005,	0.005,	0.005,	0.006,	0.006,	0.012,	0.029,	0.013,	0.017,	0.023,	0.027,	0.013,	0.000,	0.001,	0.000,	0.001,	0.010,	0.014,	0.021,	0.012,	0.010,	0.010,	0.006,	0.000,	0.002,	0.001,	0.006,	0.001,	0.001,	0.001,	0.001,	0.002
0.001,	0.010,	0.010,	0.006,	0.009,	0.022,	0.033,	0.023,	0.029,	0.039,	0.036,	0.015,	0.006,	0.005,	0.001,	0.001,	0.014,	0.019,	0.031,	0.022,	0.026,	0.018,	0.007,	0.007,	0.001,	0.003,	0.003,	0.001,	0.001,	0.004,	0.000,	0.001
0.011,	0.003,	0.016,	0.012,	0.024,	0.031,	0.057,	0.038,	0.048,	0.057,	0.056,	0.024,	0.007,	0.007,	0.007,	0.008,	0.021,	0.039,	0.042,	0.034,	0.036,	0.041,	0.017,	0.014,	0.006,	0.003,	0.006,	0.002,	0.000,	0.000,	0.001,	0.001
0.005,	0.010,	0.020,	0.013,	0.026,	0.048,	0.050,	0.033,	0.054,	0.059,	0.052,	0.017,	0.015,	0.010,	0.007,	0.007,	0.020,	0.032,	0.049,	0.035,	0.059,	0.073,	0.053,	0.030,	0.007,	0.007,	0.008,	0.004,	0.003,	0.001,	0.001,	0.001
0.007,	0.023,	0.040,	0.021,	0.046,	0.067,	0.083,	0.042,	0.054,	0.051,	0.052,	0.019,	0.029,	0.026,	0.019,	0.008,	0.026,	0.029,	0.047,	0.037,	0.086,	0.099,	0.085,	0.036,	0.016,	0.017,	0.010,	0.002,	0.002,	0.002,	0.002,	0.001
0.010,	0.019,	0.038,	0.031,	0.030,	0.050,	0.056,	0.030,	0.029,	0.033,	0.031,	0.025,	0.027,	0.012,	0.014,	0.005,	0.016,	0.017,	0.029,	0.030,	0.067,	0.068,	0.091,	0.039,	0.024,	0.016,	0.015,	0.004,	0.002,	0.002,	0.002,	0.001
0.026,	0.038,	0.037,	0.035,	0.038,	0.049,	0.037,	0.025,	0.024,	0.035,	0.042,	0.022,	0.038,	0.043,	0.063,	0.031,	0.020,	0.020,	0.020,	0.041,	0.046,	0.077,	0.094,	0.057,	0.027,	0.039,	0.029,	0.005,	0.003,	0.001,	0.001,	0.001
0.023,	0.039,	0.039,	0.027,	0.037,	0.061,	0.041,	0.028,	0.026,	0.055,	0.055,	0.030,	0.048,	0.070,	0.094,	0.040,	0.033,	0.049,	0.045,	0.032,	0.055,	0.070,	0.138,	0.054,	0.057,	0.077,	0.029,	0.018,	0.004,	0.003,	0.001,	0.000
0.024,	0.037,	0.044,	0.025,	0.032,	0.039,	0.057,	0.032,	0.033,	0.039,	0.039,	0.031,	0.051,	0.054,	0.058,	0.027,	0.044,	0.029,	0.033,	0.018,	0.034,	0.061,	0.094,	0.061,	0.073,	0.062,	0.031,	0.007,	0.007,	0.004,	0.004,	0.005
0.027,	0.035,	0.038,	0.023,	0.023,	0.033,	0.057,	0.036,	0.032,	0.037,	0.039,	0.027,	0.058,	0.073,	0.079,	0.034,	0.021,	0.024,	0.032,	0.019,	0.036,	0.051,	0.069,	0.047,	0.061,	0.044,	0.018,	0.009,	0.004,	0.002,	0.011,	0.006
0.018,	0.023,	0.035,	0.021,	0.026,	0.028,	0.037,	0.028,	0.027,	0.029,	0.036,	0.031,	0.072,	0.063,	0.069,	0.042,	0.058,	0.046,	0.052,	0.030,	0.055,	0.062,	0.061,	0.040,	0.046,	0.045,	0.028,	0.012,	0.004,	0.003,	0.003,	0.001
0.010,	0.023,	0.030,	0.013,	0.020,	0.035,	0.038,	0.028,	0.033,	0.043,	0.047,	0.046,	0.057,	0.065,	0.075,	0.049,	0.062,	0.063,	0.074,	0.047,	0.054,	0.069,	0.078,	0.045,	0.038,	0.040,	0.036,	0.011,	0.004,	0.002,	0.004,	0.002
0.017,	0.023,	0.022,	0.021,	0.023,	0.036,	0.039,	0.025,	0.062,	0.045,	0.054,	0.063,	0.077,	0.097,	0.100,	0.116,	0.145,	0.084,	0.099,	0.048,	0.054,	0.045,	0.046,	0.029,	0.040,	0.033,	0.019,	0.006,	0.003,	0.003,	0.003,	0.002
0.011,	0.019,	0.028,	0.014,	0.018,	0.031,	0.043,	0.026,	0.038,	0.024,	0.038,	0.027,	0.081,	0.123,	0.114,	0.050,	0.173,	0.113,	0.109,	0.041,	0.030,	0.024,	0.033,	0.021,	0.019,	0.009,	0.004,	0.004,	0.001,	0.001,	0.003,	0.003
0.009,	0.014,	0.027,	0.015,	0.021,	0.031,	0.037,	0.039,	0.048,	0.037,	0.046,	0.031,	0.038,	0.072,	0.086,	0.051,	0.081,	0.084,	0.040,	0.021,	0.009,	0.008,	0.011,	0.007,	0.006,	0.004,	0.002,	0.004,	0.004,	0.004,	0.006,	0.006
0.013,	0.024,	0.051,	0.028,	0.035,	0.055,	0.046,	0.047,	0.071,	0.081,	0.083,	0.052,	0.043,	0.094,	0.153,	0.097,	0.111,	0.138,	0.085,	0.035,	0.012,	0.022,	0.017,	0.010,	0.009,	0.005,	0.002,	0.004,	0.006,	0.006,	0.007,	0.007
0.016,	0.025,	0.039,	0.027,	0.052,	0.053,	0.060,	0.028,	0.047,	0.056,	0.050,	0.036,	0.060,	0.081,	0.094,	0.061,	0.073,	0.052,	0.042,	0.017,	0.014,	0.021,	0.044,	0.019,	0.022,	0.012,	0.005,	0.002,	0.004,	0.007,	0.009,	0.004
0.013,	0.044,	0.088,	0.034,	0.063,	0.064,	0.069,	0.033,	0.078,	0.064,	0.037,	0.043,	0.054,	0.078,	0.076,	0.046,	0.056,	0.053,	0.036,	0.017,	0.024,	0.035,	0.093,	0.053,	0.030,	0.021,	0.017,	0.004,	0.004,	0.007,	0.006,	0.006
0.028,	0.058,	0.089,	0.050,	0.051,	0.083,	0.077,	0.056,	0.056,	0.057,	0.055,	0.042,	0.096,	0.095,	0.055,	0.040,	0.108,	0.066,	0.042,	0.018,	0.022,	0.056,	0.073,	0.038,	0.034,	0.031,	0.015,	0.005,	0.006,	0.005,	0.008,	0.005
0.059,	0.093,	0.080,	0.064,	0.077,	0.131,	0.104,	0.071,	0.047,	0.065,	0.050,	0.047,	0.087,	0.109,	0.059,	0.038,	0.083,	0.062,	0.052,	0.019,	0.055,	0.077,	0.106,	0.053,	0.050,	0.047,	0.019,	0.008,	0.004,	0.006,	0.011,	0.006
