# Original image data
# 32x32
0.008,	0.009,	0.010,	0.004,	0.003,	0.006,	0.010,	0.007,	0.010,	0.012,	0.014,	0.008,	0.010,	0.030,	0.029,	0.027,	0.076,	0.093,	0.092,	0.055,	0.077,	0.079,	0.001,	0.001,	0.022,	0.016,	0.014,	0.010,	0.002,	0.004,	0.002,	0.003
0.009,	0.012,	0.011,	0.009,	0.008,	0.014,	0.018,	0.011,	0.012,	0.015,	0.022,	0.013,	0.022,	0.041,	0.071,	0.042,	0.099,	0.121,	0.167,	0.088,	0.082,	0.074,	0.037,	0.000,	0.025,	0.022,	0.017,	0.011,	0.006,	0.007,	0.003,	0.003
0.011,	0.007,	0.008,	0.007,	0.006,	0.011,	0.018,	0.005,	0.010,	0.014,	0.013,	0.013,	0.004,	0.014,	0.033,	0.025,	0.107,	0.128,	0.146,	0.086,	0.067,	0.068,	0.076,	0.039,	0.027,	0.021,	0.025,	0.009,	0.006,	0.002,	0.002,	0.002
0.009,	0.015,	0.012,	0.006,	0.008,	0.010,	0.008,	0.005,	0.013,	0.011,	0.011,	0.009,	0.010,	0.011,	0.023,	0.026,	0.072,	0.105,	0.099,	0.058,	0.071,	0.074,	0.081,	0.043,	0.025,	0.024,	0.017,	0.008,	0.013,	0.004,	0.000,	0.003
0.022,	0.016,	0.016,	0.012,	0.019,	0.019,	0.015,	0.015,	0.014,	0.015,	0.015,	0.010,	0.008,	0.034,	0.021,	0.014,	0.042,	0.063,	0.051,	0.029,	0.035,	0.075,	0.059,	0.029,	0.020,	0.020,	0.024,	0.010,	0.004,	0.009,	0.002,	0.005
0.023,	0.023,	0.019,	0.013,	0.032,	0.038,	0.029,	0.019,	0.012,	0.010,	0.023,	0.006,	0.021,	0.016,	0.019,	0.018,	0.042,	0.053,	0.071,	0.037,	0.053,	0.081,	0.081,	0.039,	0.019,	0.028,	0.025,	0.014,	0.008,	0.007,	0.005,	0.011
0.019,	0.021,	0.022,	0.013,	0.024,	0.024,	0.031,	0.023,	0.024,	0.009,	0.015,	0.008,	0.017,	0.020,	0.016,	0.011,	0.032,	0.026,	0.026,	0.019,	0.034,	0.041,	0.034,	0.021,	0.019,	0.015,	0.017,	0.009,	0.008,	0.009,	0.005,	0.005
0.015,	0.013,	0.016,	0.012,	0.012,	0.015,	0.024,	0.019,	0.020,	0.008,	0.011,	0.012,	0.014,	0.009,	0.012,	0.007,	0.030,	0.020,	0.025,	0.017,	0.025,	0.024,	0.037,	0.018,	0.012,	0.009,	0.018,	0.009,	0.006,	0.005,	0.004,	0.003
0.018,	0.022,	0.014,	0.012,	0.008,	0.009,	0.014,	0.015,	0.021,	0.025,	0.034,	0.018,	0.013,	0.015,	0.022,	0.010,	0.016,	0.015,	0.013,	0.018,	0.012,	0.009,	0.012,	0.012,	0.008,	0.004,	0.010,	0.009,	0.003,	0.001,	0.001,	0.000
0.020,	0.020,	0.016,	0.009,	0.008,	0.014,	0.015,	0.018,	0.026,	0.048,	0.054,	0.029,	0.013,	0.023,	0.045,	0.022,	0.021,	0.032,	0.018,	0.011,	0.024,	0.018,	0.022,	0.015,	0.010,	0.006,	0.011,	0.019,	0.004,	0.001,	0.004,	0.003
0.026,	0.015,	0.019,	0.010,	0.007,	0.010,	0.024,	0.017,	0.034,	0.103,	0.102,	0.042,	0.037,	0.039,	0.044,	0.026,	0.038,	0.015,	0.012,	0.007,	0.010,	0.014,	0.021,	0.009,	0.019,	0.013,	0.017,	0.010,	0.028,	0.006,	0.006,	0.007
0.025,	0.021,	0.018,	0.010,	0.007,	0.008,	0.023,	0.022,	0.043,	0.063,	0.067,	0.043,	0.048,	0.047,	0.038,	0.021,	0.022,	0.013,	0.013,	0.006,	0.014,	0.024,	0.020,	0.011,	0.015,	0.007,	0.017,	0.009,	0.009,	0.000,	0.027,	0.003
0.016,	0.011,	0.020,	0.010,	0.012,	0.021,	0.042,	0.039,	0.047,	0.060,	0.055,	0.048,	0.064,	0.059,	0.035,	0.023,	0.017,	0.014,	0.007,	0.006,	0.014,	0.011,	0.015,	0.011,	0.015,	0.017,	0.014,	0.009,	0.003,	0.007,	0.006,	0.001
0.011,	0.018,	0.022,	0.011,	0.012,	0.027,	0.050,	0.036,	0.043,	0.071,	0.063,	0.056,	0.049,	0.052,	0.037,	0.017,	0.016,	0.015,	0.009,	0.008,	0.015,	0.016,	0.019,	0.010,	0.023,	0.008,	0.012,	0.018,	0.007,	0.006,	0.006,	0.006
0.039,	0.037,	0.047,	0.038,	0.012,	0.039,	0.047,	0.035,	0.076,	0.063,	0.053,	0.059,	0.047,	0.054,	0.040,	0.026,	0.022,	0.015,	0.013,	0.007,	0.012,	0.008,	0.010,	0.009,	0.018,	0.022,	0.016,	0.011,	0.006,	0.010,	0.008,	0.009
