   Frequency_GHz   Transmission    Conductivity_S/m      n               k
   4.4920000e+02   3.5914760e-01   3.5866042e+00   1.6126052e+00   2.2260377e-02
   4.4929000e+02   3.5276061e-01   3.5880626e+00   1.6126053e+00   2.2264967e-02
   4.4938000e+02   3.5741990e-01   3.5895213e+00   1.6126053e+00   2.2269557e-02
   4.4947000e+02   3.6050336e-01   3.5909804e+00   1.6126054e+00   2.2274147e-02
   4.4956000e+02   3.5270745e-01   3.5924397e+00   1.6126055e+00   2.2278737e-02
   4.4965000e+02   3.5560894e-01   3.5938993e+00   1.6126055e+00   2.2283327e-02
   4.4974000e+02   3.5992295e-01   3.5953592e+00   1.6126056e+00   2.2287917e-02
   4.4983000e+02   3.5170958e-01   3.5968194e+00   1.6126056e+00   2.2292507e-02
   4.4992000e+02   3.5562273e-01   3.5982799e+00   1.6126057e+00   2.2297097e-02
   4.5001000e+02   3.6062632e-01   3.5997407e+00   1.6126058e+00   2.2301687e-02
   4.5010000e+02   3.5073100e-01   3.6012018e+00   1.6126058e+00   2.2306277e-02
   4.5019000e+02   3.5215568e-01   3.6026632e+00   1.6126059e+00   2.2310867e-02
   4.5028000e+02   3.5888907e-01   3.6041249e+00   1.6126060e+00   2.2315457e-02
   4.5037000e+02   3.5096309e-01   3.6055869e+00   1.6126060e+00   2.2320047e-02
   4.5046000e+02   3.5161054e-01   3.6070492e+00   1.6126061e+00   2.2324637e-02
   4.5055000e+02   3.5934459e-01   3.6085118e+00   1.6126061e+00   2.2329227e-02
   4.5064000e+02   3.5215765e-01   3.6099747e+00   1.6126062e+00   2.2333817e-02
   4.5073000e+02   3.5186955e-01   3.6114378e+00   1.6126063e+00   2.2338407e-02
   4.5082000e+02   3.5851904e-01   3.6129013e+00   1.6126063e+00   2.2342997e-02
   4.5091000e+02   3.5087774e-01   3.6143651e+00   1.6126064e+00   2.2347587e-02
   4.5100000e+02   3.4852535e-01   3.6158291e+00   1.6126065e+00   2.2352177e-02
   4.5109000e+02   3.5709413e-01   3.6172935e+00   1.6126065e+00   2.2356767e-02
   4.5118000e+02   3.5130701e-01   3.6187582e+00   1.6126066e+00   2.2361357e-02
   4.5127000e+02   3.4838015e-01   3.6202231e+00   1.6126067e+00   2.2365947e-02
   4.5136000e+02   3.5699301e-01   3.6216884e+00   1.6126067e+00   2.2370537e-02
   4.5145000e+02   3.5041770e-01   3.6231539e+00   1.6126068e+00   2.2375127e-02
   4.5154000e+02   3.4751568e-01   3.6246198e+00   1.6126068e+00   2.2379717e-02
   4.5163000e+02   3.5707301e-01   3.6260859e+00   1.6126069e+00   2.2384307e-02
   4.5172000e+02   3.5259623e-01   3.6275523e+00   1.6126070e+00   2.2388897e-02
   4.5181000e+02   3.4804358e-01   3.6290191e+00   1.6126070e+00   2.2393487e-02
   4.5190000e+02   3.5680746e-01   3.6304861e+00   1.6126071e+00   2.2398077e-02
   4.5199000e+02   3.5236993e-01   3.6319534e+00   1.6126072e+00   2.2402667e-02
   4.5208000e+02   3.4722082e-01   3.6334211e+00   1.6126072e+00   2.2407257e-02
   4.5217000e+02   3.5602045e-01   3.6348890e+00   1.6126073e+00   2.2411847e-02
   4.5226000e+02   3.5277569e-01   3.6363572e+00   1.6126074e+00   2.2416437e-02
   4.5235000e+02   3.4816631e-01   3.6378257e+00   1.6126074e+00   2.2421027e-02
   4.5244000e+02   3.5768112e-01   3.6392945e+00   1.6126075e+00   2.2425617e-02
   4.5253000e+02   3.5486375e-01   3.6407636e+00   1.6126076e+00   2.2430207e-02
   4.5262000e+02   3.4843986e-01   3.6422330e+00   1.6126076e+00   2.2434797e-02
   4.5271000e+02   3.5597166e-01   3.6437027e+00   1.6126077e+00   2.2439387e-02
   4.5280000e+02   3.5523100e-01   3.6451727e+00   1.6126077e+00   2.2443977e-02
   4.5289000e+02   3.4804830e-01   3.6466430e+00   1.6126078e+00   2.2448567e-02
   4.5298000e+02   3.5650530e-01   3.6481136e+00   1.6126079e+00   2.2453157e-02
   4.5307000e+02   3.5397613e-01   3.6495845e+00   1.6126079e+00   2.2457747e-02
   4.5316000e+02   3.4698881e-01   3.6510556e+00   1.6126080e+00   2.2462337e-02
   4.5325000e+02   3.5380601e-01   3.6525271e+00   1.6126081e+00   2.2466927e-02
   4.5334000e+02   3.5483848e-01   3.6539989e+00   1.6126081e+00   2.2471517e-02
   4.5343000e+02   3.4725119e-01   3.6554710e+00   1.6126082e+00   2.2476107e-02
   4.5352000e+02   3.5435579e-01   3.6569433e+00   1.6126083e+00   2.2480697e-02
   4.5361000e+02   3.5538222e-01   3.6584160e+00   1.6126083e+00   2.2485287e-02
   4.5370000e+02   3.4774851e-01   3.6598890e+00   1.6126084e+00   2.2489877e-02
   4.5379000e+02   3.5278052e-01   3.6613622e+00   1.6126084e+00   2.2494467e-02
   4.5388000e+02   3.5340934e-01   3.6628358e+00   1.6126085e+00   2.2499057e-02
   4.5397000e+02   3.4572602e-01   3.6643096e+00   1.6126086e+00   2.2503647e-02
   4.5406000e+02   3.5106866e-01   3.6657838e+00   1.6126086e+00   2.2508237e-02
   4.5415000e+02   3.5412951e-01   3.6672582e+00   1.6126087e+00   2.2512827e-02
   4.5424000e+02   3.4618463e-01   3.6687329e+00   1.6126088e+00   2.2517417e-02
   4.5433000e+02   3.5048070e-01   3.6702080e+00   1.6126088e+00   2.2522007e-02
   4.5442000e+02   3.5402250e-01   3.6716833e+00   1.6126089e+00   2.2526597e-02
   4.5451000e+02   3.4696235e-01   3.6731589e+00   1.6126090e+00   2.2531187e-02
   4.5460000e+02   3.4917419e-01   3.6746348e+00   1.6126090e+00   2.2535777e-02
   4.5469000e+02   3.5291406e-01   3.6761111e+00   1.6126091e+00   2.2540367e-02
   4.5478000e+02   3.4431598e-01   3.6775876e+00   1.6126092e+00   2.2544957e-02
   4.5487000e+02   3.4582444e-01   3.6790644e+00   1.6126092e+00   2.2549547e-02
   4.5496000e+02   3.5162649e-01   3.6805415e+00   1.6126093e+00   2.2554137e-02
   4.5505000e+02   3.4527205e-01   3.6820189e+00   1.6126093e+00   2.2558727e-02
   4.5514000e+02   3.4392658e-01   3.6834966e+00   1.6126094e+00   2.2563317e-02
   4.5523000e+02   3.5051519e-01   3.6849746e+00   1.6126095e+00   2.2567907e-02
   4.5532000e+02   3.4457353e-01   3.6864529e+00   1.6126095e+00   2.2572497e-02
   4.5541000e+02   3.4405064e-01   3.6879315e+00   1.6126096e+00   2.2577087e-02
   4.5550000e+02   3.5078277e-01   3.6894104e+00   1.6126097e+00   2.2581677e-02
   4.5559000e+02   3.4513855e-01   3.6908896e+00   1.6126097e+00   2.2586267e-02
   4.5568000e+02   3.4164332e-01   3.6923691e+00   1.6126098e+00   2.2590857e-02
   4.5577000e+02   3.4911228e-01   3.6938488e+00   1.6126099e+00   2.2595447e-02
   4.5586000e+02   3.4466129e-01   3.6953289e+00   1.6126099e+00   2.2600037e-02
   4.5595000e+02   3.4008499e-01   3.6968093e+00   1.6126100e+00   2.2604627e-02
   4.5604000e+02   3.4843627e-01   3.6982899e+00   1.6126101e+00   2.2609217e-02
   4.5613000e+02   3.4414091e-01   3.6997709e+00   1.6126101e+00   2.2613807e-02
   4.5622000e+02   3.4056605e-01   3.7012522e+00   1.6126102e+00   2.2618397e-02
   4.5631000e+02   3.4947618e-01   3.7027337e+00   1.6126102e+00   2.2622987e-02
   4.5640000e+02   3.4790663e-01   3.7042156e+00   1.6126103e+00   2.2627577e-02
   4.5649000e+02   3.4068470e-01   3.7056977e+00   1.6126104e+00   2.2632167e-02
   4.5658000e+02   3.4889419e-01   3.7071802e+00   1.6126104e+00   2.2636757e-02
   4.5667000e+02   3.4650912e-01   3.7086629e+00   1.6126105e+00   2.2641347e-02
   4.5676000e+02   3.3965305e-01   3.7101460e+00   1.6126106e+00   2.2645937e-02
   4.5685000e+02   3.4781602e-01   3.7116293e+00   1.6126106e+00   2.2650527e-02
   4.5694000e+02   3.4640692e-01   3.7131129e+00   1.6126107e+00   2.2655117e-02
   4.5703000e+02   3.3995841e-01   3.7145968e+00   1.6126108e+00   2.2659707e-02
   4.5712000e+02   3.4846382e-01   3.7160811e+00   1.6126108e+00   2.2664297e-02
   4.5721000e+02   3.4700692e-01   3.7175656e+00   1.6126109e+00   2.2668887e-02
   4.5730000e+02   3.3912378e-01   3.7190504e+00   1.6126110e+00   2.2673477e-02
   4.5739000e+02   3.4668452e-01   3.7205355e+00   1.6126110e+00   2.2678067e-02
   4.5748000e+02   3.4723882e-01   3.7220209e+00   1.6126111e+00   2.2682657e-02
   4.5757000e+02   3.3978549e-01   3.7235066e+00   1.6126111e+00   2.2687247e-02
   4.5766000e+02   3.4736086e-01   3.7249926e+00   1.6126112e+00   2.2691837e-02
   4.5775000e+02   3.4605881e-01   3.7264789e+00   1.6126113e+00   2.2696427e-02
   4.5784000e+02   3.3761502e-01   3.7279655e+00   1.6126113e+00   2.2701017e-02
   4.5793000e+02   3.4451835e-01   3.7294524e+00   1.6126114e+00   2.2705607e-02
   4.5802000e+02   3.4582340e-01   3.7309396e+00   1.6126115e+00   2.2710197e-02
   4.5811000e+02   3.3921031e-01   3.7324271e+00   1.6126115e+00   2.2714787e-02
   4.5820000e+02   3.4543895e-01   3.7339149e+00   1.6126116e+00   2.2719377e-02
   4.5829000e+02   3.4676856e-01   3.7354030e+00   1.6126117e+00   2.2723967e-02
   4.5838000e+02   3.3944278e-01   3.7368913e+00   1.6126117e+00   2.2728557e-02
   4.5847000e+02   3.4394912e-01   3.7383800e+00   1.6126118e+00   2.2733147e-02
   4.5856000e+02   3.4466298e-01   3.7398690e+00   1.6126119e+00   2.2737737e-02
   4.5865000e+02   3.3790846e-01   3.7413582e+00   1.6126119e+00   2.2742327e-02
   4.5874000e+02   3.4333388e-01   3.7428478e+00   1.6126120e+00   2.2746917e-02
   4.5883000e+02   3.4519020e-01   3.7443377e+00   1.6126121e+00   2.2751507e-02
   4.5892000e+02   3.3817503e-01   3.7458278e+00   1.6126121e+00   2.2756097e-02
   4.5901000e+02   3.4252522e-01   3.7473183e+00   1.6126122e+00   2.2760687e-02
   4.5910000e+02   3.4616621e-01   3.7488090e+00   1.6126122e+00   2.2765277e-02
   4.5919000e+02   3.3849188e-01   3.7503001e+00   1.6126123e+00   2.2769867e-02
   4.5928000e+02   3.4281449e-01   3.7517914e+00   1.6126124e+00   2.2774457e-02
   4.5937000e+02   3.4593255e-01   3.7532830e+00   1.6126124e+00   2.2779047e-02
   4.5946000e+02   3.3833861e-01   3.7547750e+00   1.6126125e+00   2.2783637e-02
   4.5955000e+02   3.4238903e-01   3.7562672e+00   1.6126126e+00   2.2788227e-02
   4.5964000e+02   3.4689753e-01   3.7577597e+00   1.6126126e+00   2.2792817e-02
   4.5973000e+02   3.3887962e-01   3.7592525e+00   1.6126127e+00   2.2797407e-02
   4.5982000e+02   3.4131080e-01   3.7607457e+00   1.6126128e+00   2.2801997e-02
   4.5991000e+02   3.4548440e-01   3.7622391e+00   1.6126128e+00   2.2806587e-02
   4.6000000e+02   3.3911314e-01   3.7637328e+00   1.6126129e+00   2.2811177e-02
   4.6009000e+02   3.4327526e-01   3.7652268e+00   1.6126130e+00   2.2815767e-02
   4.6018000e+02   3.4885906e-01   3.7667211e+00   1.6126130e+00   2.2820357e-02
   4.6027000e+02   3.4103992e-01   3.7682157e+00   1.6126131e+00   2.2824947e-02
   4.6036000e+02   3.4067905e-01   3.7697106e+00   1.6126132e+00   2.2829537e-02
   4.6045000e+02   3.4630520e-01   3.7712058e+00   1.6126132e+00   2.2834127e-02
   4.6054000e+02   3.4007162e-01   3.7727013e+00   1.6126133e+00   2.2838717e-02
   4.6063000e+02   3.3931984e-01   3.7741971e+00   1.6126134e+00   2.2843307e-02
   4.6072000e+02   3.4648763e-01   3.7756931e+00   1.6126134e+00   2.2847897e-02
   4.6081000e+02   3.3981508e-01   3.7771895e+00   1.6126135e+00   2.2852487e-02
   4.6090000e+02   3.3865835e-01   3.7786862e+00   1.6126135e+00   2.2857077e-02
   4.6099000e+02   3.4641451e-01   3.7801832e+00   1.6126136e+00   2.2861667e-02
   4.6108000e+02   3.4130957e-01   3.7816804e+00   1.6126137e+00   2.2866257e-02
   4.6117000e+02   3.3825930e-01   3.7831780e+00   1.6126137e+00   2.2870847e-02
   4.6126000e+02   3.4617874e-01   3.7846759e+00   1.6126138e+00   2.2875437e-02
   4.6135000e+02   3.4089293e-01   3.7861740e+00   1.6126139e+00   2.2880027e-02
   4.6144000e+02   3.3811249e-01   3.7876725e+00   1.6126139e+00   2.2884617e-02
   4.6153000e+02   3.4283721e-01   3.7891712e+00   1.6126140e+00   2.2889207e-02
   4.6162000e+02   3.3944013e-01   3.7906703e+00   1.6126141e+00   2.2893797e-02
   4.6171000e+02   3.3605739e-01   3.7921696e+00   1.6126141e+00   2.2898387e-02
   4.6180000e+02   3.4302210e-01   3.7936693e+00   1.6126142e+00   2.2902977e-02
   4.6189000e+02   3.4036546e-01   3.7951692e+00   1.6126143e+00   2.2907567e-02
   4.6198000e+02   3.3592751e-01   3.7966694e+00   1.6126143e+00   2.2912157e-02
   4.6207000e+02   3.3970057e-01   3.7981700e+00   1.6126144e+00   2.2916747e-02
   4.6216000e+02   3.3989092e-01   3.7996708e+00   1.6126145e+00   2.2921337e-02
   4.6225000e+02   3.3340541e-01   3.8011719e+00   1.6126145e+00   2.2925926e-02
   4.6234000e+02   3.3952023e-01   3.8026733e+00   1.6126146e+00   2.2930516e-02
   4.6243000e+02   3.3920986e-01   3.8041751e+00   1.6126147e+00   2.2935106e-02
   4.6252000e+02   3.3187320e-01   3.8056771e+00   1.6126147e+00   2.2939696e-02
   4.6261000e+02   3.3533588e-01   3.8071794e+00   1.6126148e+00   2.2944286e-02
   4.6270000e+02   3.3791402e-01   3.8086820e+00   1.6126148e+00   2.2948876e-02
   4.6279000e+02   3.3072603e-01   3.8101849e+00   1.6126149e+00   2.2953466e-02
   4.6288000e+02   3.3527238e-01   3.8116881e+00   1.6126150e+00   2.2958056e-02
   4.6297000e+02   3.3882681e-01   3.8131916e+00   1.6126150e+00   2.2962646e-02
   4.6306000e+02   3.3275553e-01   3.8146954e+00   1.6126151e+00   2.2967236e-02
   4.6315000e+02   3.3576204e-01   3.8161995e+00   1.6126152e+00   2.2971826e-02
   4.6324000e+02   3.3792888e-01   3.8177038e+00   1.6126152e+00   2.2976416e-02
   4.6333000e+02   3.3090253e-01   3.8192085e+00   1.6126153e+00   2.2981006e-02
   4.6342000e+02   3.3142191e-01   3.8207135e+00   1.6126154e+00   2.2985596e-02
   4.6351000e+02   3.3789922e-01   3.8222188e+00   1.6126154e+00   2.2990186e-02
   4.6360000e+02   3.3073253e-01   3.8237243e+00   1.6126155e+00   2.2994776e-02
   4.6369000e+02   3.3238584e-01   3.8252302e+00   1.6126156e+00   2.2999366e-02
   4.6378000e+02   3.3731559e-01   3.8267364e+00   1.6126156e+00   2.3003956e-02
   4.6387000e+02   3.3006551e-01   3.8282428e+00   1.6126157e+00   2.3008546e-02
   4.6396000e+02   3.2950133e-01   3.8297496e+00   1.6126158e+00   2.3013136e-02
   4.6405000e+02   3.3789167e-01   3.8312566e+00   1.6126158e+00   2.3017726e-02
   4.6414000e+02   3.2997535e-01   3.8327640e+00   1.6126159e+00   2.3022316e-02
   4.6423000e+02   3.3072433e-01   3.8342716e+00   1.6126160e+00   2.3026906e-02
   4.6432000e+02   3.3727743e-01   3.8357796e+00   1.6126160e+00   2.3031496e-02
   4.6441000e+02   3.3020118e-01   3.8372878e+00   1.6126161e+00   2.3036086e-02
   4.6450000e+02   3.2778432e-01   3.8387963e+00   1.6126162e+00   2.3040676e-02
   4.6459000e+02   3.3598752e-01   3.8403052e+00   1.6126162e+00   2.3045266e-02
   4.6468000e+02   3.2999750e-01   3.8418143e+00   1.6126163e+00   2.3049856e-02
   4.6477000e+02   3.3054415e-01   3.8433237e+00   1.6126164e+00   2.3054446e-02
   4.6486000e+02   3.3800068e-01   3.8448334e+00   1.6126164e+00   2.3059036e-02
   4.6495000e+02   3.3201005e-01   3.8463435e+00   1.6126165e+00   2.3063626e-02
   4.6504000e+02   3.2880437e-01   3.8478538e+00   1.6126166e+00   2.3068216e-02
   4.6513000e+02   3.3727324e-01   3.8493644e+00   1.6126166e+00   2.3072806e-02
   4.6522000e+02   3.3197516e-01   3.8508753e+00   1.6126167e+00   2.3077396e-02
   4.6531000e+02   3.2797102e-01   3.8523865e+00   1.6126167e+00   2.3081986e-02
   4.6540000e+02   3.3759278e-01   3.8538980e+00   1.6126168e+00   2.3086576e-02
   4.6549000e+02   3.3114509e-01   3.8554098e+00   1.6126169e+00   2.3091166e-02
   4.6558000e+02   3.2775906e-01   3.8569219e+00   1.6126169e+00   2.3095756e-02
   4.6567000e+02   3.3735736e-01   3.8584343e+00   1.6126170e+00   2.3100346e-02
   4.6576000e+02   3.3306463e-01   3.8599470e+00   1.6126171e+00   2.3104936e-02
   4.6585000e+02   3.2797465e-01   3.8614599e+00   1.6126171e+00   2.3109526e-02
   4.6594000e+02   3.3773780e-01   3.8629732e+00   1.6126172e+00   2.3114116e-02
   4.6603000e+02   3.3336237e-01   3.8644868e+00   1.6126173e+00   2.3118706e-02
   4.6612000e+02   3.2850769e-01   3.8660007e+00   1.6126173e+00   2.3123296e-02
   4.6621000e+02   3.3598164e-01   3.8675148e+00   1.6126174e+00   2.3127886e-02
   4.6630000e+02   3.3197315e-01   3.8690293e+00   1.6126175e+00   2.3132475e-02
   4.6639000e+02   3.2580495e-01   3.8705440e+00   1.6126175e+00   2.3137065e-02
   4.6648000e+02   3.3397245e-01   3.8720591e+00   1.6126176e+00   2.3141655e-02
   4.6657000e+02   3.3269596e-01   3.8735745e+00   1.6126177e+00   2.3146245e-02
   4.6666000e+02   3.2635798e-01   3.8750901e+00   1.6126177e+00   2.3150835e-02
   4.6675000e+02   3.3470283e-01   3.8766061e+00   1.6126178e+00   2.3155425e-02
   4.6684000e+02   3.3412736e-01   3.8781223e+00   1.6126179e+00   2.3160015e-02
   4.6693000e+02   3.2652148e-01   3.8796388e+00   1.6126179e+00   2.3164605e-02
   4.6702000e+02   3.3314003e-01   3.8811557e+00   1.6126180e+00   2.3169195e-02
   4.6711000e+02   3.3220780e-01   3.8826728e+00   1.6126181e+00   2.3173785e-02
   4.6720000e+02   3.2394193e-01   3.8841902e+00   1.6126181e+00   2.3178375e-02
   4.6729000e+02   3.3184706e-01   3.8857080e+00   1.6126182e+00   2.3182965e-02
   4.6738000e+02   3.3348690e-01   3.8872260e+00   1.6126183e+00   2.3187555e-02
   4.6747000e+02   3.2522172e-01   3.8887443e+00   1.6126183e+00   2.3192145e-02
   4.6756000e+02   3.2990609e-01   3.8902629e+00   1.6126184e+00   2.3196735e-02
   4.6765000e+02   3.3171429e-01   3.8917818e+00   1.6126185e+00   2.3201325e-02
   4.6774000e+02   3.2419641e-01   3.8933010e+00   1.6126185e+00   2.3205915e-02
   4.6783000e+02   3.3031404e-01   3.8948205e+00   1.6126186e+00   2.3210505e-02
   4.6792000e+02   3.3284128e-01   3.8963403e+00   1.6126187e+00   2.3215095e-02
   4.6801000e+02   3.2485364e-01   3.8978604e+00   1.6126187e+00   2.3219685e-02
   4.6810000e+02   3.2758070e-01   3.8993808e+00   1.6126188e+00   2.3224275e-02
   4.6819000e+02   3.3058387e-01   3.9009015e+00   1.6126189e+00   2.3228865e-02
   4.6828000e+02   3.2298104e-01   3.9024225e+00   1.6126189e+00   2.3233455e-02
   4.6837000e+02   3.2552989e-01   3.9039438e+00   1.6126190e+00   2.3238045e-02
   4.6846000e+02   3.3125902e-01   3.9054654e+00   1.6126191e+00   2.3242635e-02
   4.6855000e+02   3.2411825e-01   3.9069872e+00   1.6126191e+00   2.3247225e-02
   4.6864000e+02   3.2709095e-01   3.9085094e+00   1.6126192e+00   2.3251815e-02
   4.6873000e+02   3.3080248e-01   3.9100319e+00   1.6126193e+00   2.3256405e-02
   4.6882000e+02   3.2405605e-01   3.9115546e+00   1.6126193e+00   2.3260995e-02
   4.6891000e+02   3.2423620e-01   3.9130777e+00   1.6126194e+00   2.3265585e-02
   4.6900000e+02   3.3001318e-01   3.9146011e+00   1.6126195e+00   2.3270175e-02
   4.6909000e+02   3.2424184e-01   3.9161247e+00   1.6126195e+00   2.3274765e-02
   4.6918000e+02   3.2436421e-01   3.9176487e+00   1.6126196e+00   2.3279355e-02
   4.6927000e+02   3.2827692e-01   3.9191729e+00   1.6126197e+00   2.3283944e-02
   4.6936000e+02   3.2362570e-01   3.9206975e+00   1.6126197e+00   2.3288534e-02
   4.6945000e+02   3.2294917e-01   3.9222223e+00   1.6126198e+00   2.3293124e-02
   4.6954000e+02   3.2812680e-01   3.9237474e+00   1.6126199e+00   2.3297714e-02
   4.6963000e+02   3.2472248e-01   3.9252729e+00   1.6126199e+00   2.3302304e-02
   4.6972000e+02   3.2289163e-01   3.9267986e+00   1.6126200e+00   2.3306894e-02
   4.6981000e+02   3.2879410e-01   3.9283246e+00   1.6126200e+00   2.3311484e-02
   4.6990000e+02   3.2495038e-01   3.9298509e+00   1.6126201e+00   2.3316074e-02
   4.6999000e+02   3.2103702e-01   3.9313776e+00   1.6126202e+00   2.3320664e-02
   4.7008000e+02   3.2606323e-01   3.9329045e+00   1.6126202e+00   2.3325254e-02
   4.7017000e+02   3.2285635e-01   3.9344317e+00   1.6126203e+00   2.3329844e-02
   4.7026000e+02   3.1967253e-01   3.9359592e+00   1.6126204e+00   2.3334434e-02
   4.7035000e+02   3.2733939e-01   3.9374870e+00   1.6126204e+00   2.3339024e-02
   4.7044000e+02   3.2516230e-01   3.9390151e+00   1.6126205e+00   2.3343614e-02
   4.7053000e+02   3.2017276e-01   3.9405435e+00   1.6126206e+00   2.3348204e-02
   4.7062000e+02   3.2519312e-01   3.9420722e+00   1.6126206e+00   2.3352794e-02
   4.7071000e+02   3.2437249e-01   3.9436012e+00   1.6126207e+00   2.3357384e-02
   4.7080000e+02   3.1911299e-01   3.9451305e+00   1.6126208e+00   2.3361974e-02
   4.7089000e+02   3.2650747e-01   3.9466601e+00   1.6126208e+00   2.3366564e-02
   4.7098000e+02   3.2470339e-01   3.9481899e+00   1.6126209e+00   2.3371154e-02
   4.7107000e+02   3.1911803e-01   3.9497201e+00   1.6126210e+00   2.3375744e-02
   4.7116000e+02   3.2419165e-01   3.9512506e+00   1.6126210e+00   2.3380334e-02
   4.7125000e+02   3.2396395e-01   3.9527813e+00   1.6126211e+00   2.3384924e-02
   4.7134000e+02   3.1773923e-01   3.9543124e+00   1.6126212e+00   2.3389514e-02
   4.7143000e+02   3.2413519e-01   3.9558438e+00   1.6126212e+00   2.3394104e-02
   4.7152000e+02   3.2730271e-01   3.9573754e+00   1.6126213e+00   2.3398694e-02
   4.7161000e+02   3.2035530e-01   3.9589074e+00   1.6126214e+00   2.3403284e-02
   4.7170000e+02   3.2550496e-01   3.9604396e+00   1.6126214e+00   2.3407873e-02
   4.7179000e+02   3.2513707e-01   3.9619722e+00   1.6126215e+00   2.3412463e-02
   4.7188000e+02   3.1775260e-01   3.9635050e+00   1.6126216e+00   2.3417053e-02
   4.7197000e+02   3.2240021e-01   3.9650382e+00   1.6126216e+00   2.3421643e-02
   4.7206000e+02   3.2724910e-01   3.9665716e+00   1.6126217e+00   2.3426233e-02
   4.7215000e+02   3.2001923e-01   3.9681053e+00   1.6126218e+00   2.3430823e-02
   4.7224000e+02   3.2486489e-01   3.9696394e+00   1.6126218e+00   2.3435413e-02
   4.7233000e+02   3.2647237e-01   3.9711737e+00   1.6126219e+00   2.3440003e-02
   4.7242000e+02   3.1890598e-01   3.9727083e+00   1.6126220e+00   2.3444593e-02
   4.7251000e+02   3.2337932e-01   3.9742432e+00   1.6126220e+00   2.3449183e-02
   4.7260000e+02   3.2793572e-01   3.9757785e+00   1.6126221e+00   2.3453773e-02
   4.7269000e+02   3.2067871e-01   3.9773140e+00   1.6126222e+00   2.3458363e-02
   4.7278000e+02   3.2544574e-01   3.9788498e+00   1.6126222e+00   2.3462953e-02
   4.7287000e+02   3.2830749e-01   3.9803859e+00   1.6126223e+00   2.3467543e-02
   4.7296000e+02   3.1983058e-01   3.9819223e+00   1.6126224e+00   2.3472133e-02
   4.7305000e+02   3.2163036e-01   3.9834590e+00   1.6126224e+00   2.3476723e-02
   4.7314000e+02   3.2529253e-01   3.9849960e+00   1.6126225e+00   2.3481313e-02
   4.7323000e+02   3.1912598e-01   3.9865333e+00   1.6126226e+00   2.3485903e-02
   4.7332000e+02   3.2299176e-01   3.9880709e+00   1.6126226e+00   2.3490493e-02
   4.7341000e+02   3.3011430e-01   3.9896087e+00   1.6126227e+00   2.3495083e-02
   4.7350000e+02   3.2254448e-01   3.9911469e+00   1.6126228e+00   2.3499673e-02
   4.7359000e+02   3.2213127e-01   3.9926854e+00   1.6126228e+00   2.3504263e-02
   4.7368000e+02   3.2642842e-01   3.9942242e+00   1.6126229e+00   2.3508853e-02
   4.7377000e+02   3.2088905e-01   3.9957633e+00   1.6126230e+00   2.3513442e-02
   4.7386000e+02   3.2135144e-01   3.9973026e+00   1.6126230e+00   2.3518032e-02
   4.7395000e+02   3.2957988e-01   3.9988423e+00   1.6126231e+00   2.3522622e-02
   4.7404000e+02   3.2238820e-01   4.0003822e+00   1.6126232e+00   2.3527212e-02
   4.7413000e+02   3.2271701e-01   4.0019225e+00   1.6126232e+00   2.3531802e-02
   4.7422000e+02   3.2636071e-01   4.0034630e+00   1.6126233e+00   2.3536392e-02
   4.7431000e+02   3.2069817e-01   4.0050039e+00   1.6126234e+00   2.3540982e-02
   4.7440000e+02   3.1925088e-01   4.0065450e+00   1.6126235e+00   2.3545572e-02
   4.7449000e+02   3.2704622e-01   4.0080865e+00   1.6126235e+00   2.3550162e-02
   4.7458000e+02   3.2327146e-01   4.0096282e+00   1.6126236e+00   2.3554752e-02
   4.7467000e+02   3.2109638e-01   4.0111703e+00   1.6126237e+00   2.3559342e-02
   4.7476000e+02   3.2494351e-01   4.0127126e+00   1.6126237e+00   2.3563932e-02
   4.7485000e+02   3.2035512e-01   4.0142552e+00   1.6126238e+00   2.3568522e-02
   4.7494000e+02   3.1608884e-01   4.0157981e+00   1.6126239e+00   2.3573112e-02
   4.7503000e+02   3.2235165e-01   4.0173414e+00   1.6126239e+00   2.3577702e-02
   4.7512000e+02   3.2163614e-01   4.0188849e+00   1.6126240e+00   2.3582292e-02
   4.7521000e+02   3.1876181e-01   4.0204287e+00   1.6126241e+00   2.3586882e-02
   4.7530000e+02   3.2351432e-01   4.0219728e+00   1.6126241e+00   2.3591472e-02
   4.7539000e+02   3.2119332e-01   4.0235172e+00   1.6126242e+00   2.3596062e-02
   4.7548000e+02   3.1726176e-01   4.0250619e+00   1.6126243e+00   2.3600652e-02
   4.7557000e+02   3.1979770e-01   4.0266069e+00   1.6126243e+00   2.3605241e-02
   4.7566000e+02   3.1976818e-01   4.0281522e+00   1.6126244e+00   2.3609831e-02
   4.7575000e+02   3.1630742e-01   4.0296978e+00   1.6126245e+00   2.3614421e-02
   4.7584000e+02   3.1971041e-01   4.0312437e+00   1.6126245e+00   2.3619011e-02
   4.7593000e+02   3.1985113e-01   4.0327899e+00   1.6126246e+00   2.3623601e-02
   4.7602000e+02   3.1502198e-01   4.0343364e+00   1.6126247e+00   2.3628191e-02
   4.7611000e+02   3.1594625e-01   4.0358831e+00   1.6126247e+00   2.3632781e-02
   4.7620000e+02   3.1873074e-01   4.0374302e+00   1.6126248e+00   2.3637371e-02
   4.7629000e+02   3.1395083e-01   4.0389776e+00   1.6126249e+00   2.3641961e-02
   4.7638000e+02   3.1800205e-01   4.0405252e+00   1.6126249e+00   2.3646551e-02
