   Frequency_GHz   Transmission    Conductivity_S/m      n               k
   2.1088000e+02   6.3350597e-01   7.6445389e-01   1.6124832e+00   1.0107356e-02
   2.1097000e+02   6.2766791e-01   7.6512729e-01   1.6124833e+00   1.0111944e-02
   2.1106000e+02   6.1371598e-01   7.6580099e-01   1.6124833e+00   1.0116531e-02
   2.1115000e+02   6.2493875e-01   7.6647498e-01   1.6124833e+00   1.0121119e-02
   2.1124000e+02   6.2189560e-01   7.6714926e-01   1.6124833e+00   1.0125707e-02
   2.1133000e+02   6.2071792e-01   7.6782385e-01   1.6124834e+00   1.0130294e-02
   2.1142000e+02   6.3324855e-01   7.6849873e-01   1.6124834e+00   1.0134882e-02
   2.1151000e+02   6.3194273e-01   7.6917390e-01   1.6124834e+00   1.0139470e-02
   2.1160000e+02   6.1459928e-01   7.6984938e-01   1.6124835e+00   1.0144057e-02
   2.1169000e+02   6.2216991e-01   7.7052515e-01   1.6124835e+00   1.0148645e-02
   2.1178000e+02   6.2260124e-01   7.7120121e-01   1.6124835e+00   1.0153233e-02
   2.1187000e+02   6.1555449e-01   7.7187757e-01   1.6124835e+00   1.0157821e-02
   2.1196000e+02   6.2898372e-01   7.7255423e-01   1.6124836e+00   1.0162408e-02
   2.1205000e+02   6.3135949e-01   7.7323119e-01   1.6124836e+00   1.0166996e-02
   2.1214000e+02   6.1530080e-01   7.7390844e-01   1.6124836e+00   1.0171584e-02
   2.1223000e+02   6.1740157e-01   7.7458599e-01   1.6124837e+00   1.0176171e-02
   2.1232000e+02   6.1730040e-01   7.7526383e-01   1.6124837e+00   1.0180759e-02
   2.1241000e+02   6.0765496e-01   7.7594197e-01   1.6124837e+00   1.0185347e-02
   2.1250000e+02   6.2145509e-01   7.7662041e-01   1.6124837e+00   1.0189934e-02
   2.1259000e+02   6.3091206e-01   7.7729915e-01   1.6124838e+00   1.0194522e-02
   2.1268000e+02   6.2050263e-01   7.7797818e-01   1.6124838e+00   1.0199110e-02
   2.1277000e+02   6.2549289e-01   7.7865750e-01   1.6124838e+00   1.0203698e-02
   2.1286000e+02   6.2009527e-01   7.7933713e-01   1.6124839e+00   1.0208285e-02
   2.1295000e+02   6.0963851e-01   7.8001705e-01   1.6124839e+00   1.0212873e-02
   2.1304000e+02   6.2095673e-01   7.8069726e-01   1.6124839e+00   1.0217461e-02
   2.1313000e+02   6.2830420e-01   7.8137778e-01   1.6124840e+00   1.0222049e-02
   2.1322000e+02   6.1886210e-01   7.8205859e-01   1.6124840e+00   1.0226636e-02
   2.1331000e+02   6.2186273e-01   7.8273969e-01   1.6124840e+00   1.0231224e-02
   2.1340000e+02   6.2364977e-01   7.8342109e-01   1.6124840e+00   1.0235812e-02
   2.1349000e+02   6.0794483e-01   7.8410279e-01   1.6124841e+00   1.0240400e-02
   2.1358000e+02   6.1254231e-01   7.8478479e-01   1.6124841e+00   1.0244987e-02
   2.1367000e+02   6.2058576e-01   7.8546708e-01   1.6124841e+00   1.0249575e-02
   2.1376000e+02   6.1420275e-01   7.8614967e-01   1.6124842e+00   1.0254163e-02
   2.1385000e+02   6.1573490e-01   7.8683255e-01   1.6124842e+00   1.0258751e-02
   2.1394000e+02   6.2050687e-01   7.8751573e-01   1.6124842e+00   1.0263338e-02
   2.1403000e+02   6.0884550e-01   7.8819921e-01   1.6124842e+00   1.0267926e-02
   2.1412000e+02   6.0944246e-01   7.8888298e-01   1.6124843e+00   1.0272514e-02
   2.1421000e+02   6.2163055e-01   7.8956705e-01   1.6124843e+00   1.0277102e-02
   2.1430000e+02   6.1751634e-01   7.9025142e-01   1.6124843e+00   1.0281689e-02
   2.1439000e+02   6.2021914e-01   7.9093608e-01   1.6124844e+00   1.0286277e-02
   2.1448000e+02   6.2666532e-01   7.9162104e-01   1.6124844e+00   1.0290865e-02
   2.1457000e+02   6.1509681e-01   7.9230630e-01   1.6124844e+00   1.0295453e-02
   2.1466000e+02   6.1559381e-01   7.9299185e-01   1.6124844e+00   1.0300041e-02
   2.1475000e+02   6.2541287e-01   7.9367770e-01   1.6124845e+00   1.0304628e-02
   2.1484000e+02   6.1988750e-01   7.9436385e-01   1.6124845e+00   1.0309216e-02
   2.1493000e+02   6.2068747e-01   7.9505029e-01   1.6124845e+00   1.0313804e-02
   2.1502000e+02   6.2952490e-01   7.9573703e-01   1.6124846e+00   1.0318392e-02
   2.1511000e+02   6.2003491e-01   7.9642406e-01   1.6124846e+00   1.0322980e-02
   2.1520000e+02   6.1698466e-01   7.9711139e-01   1.6124846e+00   1.0327567e-02
   2.1529000e+02   6.2328970e-01   7.9779902e-01   1.6124847e+00   1.0332155e-02
   2.1538000e+02   6.1759343e-01   7.9848695e-01   1.6124847e+00   1.0336743e-02
   2.1547000e+02   6.1347259e-01   7.9917517e-01   1.6124847e+00   1.0341331e-02
   2.1556000e+02   6.2422702e-01   7.9986369e-01   1.6124847e+00   1.0345919e-02
   2.1565000e+02   6.2081061e-01   8.0055250e-01   1.6124848e+00   1.0350507e-02
   2.1574000e+02   6.1442524e-01   8.0124161e-01   1.6124848e+00   1.0355094e-02
   2.1583000e+02   6.2335017e-01   8.0193102e-01   1.6124848e+00   1.0359682e-02
   2.1592000e+02   6.1978242e-01   8.0262072e-01   1.6124849e+00   1.0364270e-02
   2.1601000e+02   6.1162095e-01   8.0331072e-01   1.6124849e+00   1.0368858e-02
   2.1610000e+02   6.2287080e-01   8.0400102e-01   1.6124849e+00   1.0373446e-02
   2.1619000e+02   6.2117851e-01   8.0469161e-01   1.6124849e+00   1.0378034e-02
   2.1628000e+02   6.1483999e-01   8.0538250e-01   1.6124850e+00   1.0382621e-02
   2.1637000e+02   6.2517680e-01   8.0607368e-01   1.6124850e+00   1.0387209e-02
   2.1646000e+02   6.2253009e-01   8.0676516e-01   1.6124850e+00   1.0391797e-02
   2.1655000e+02   6.1042069e-01   8.0745694e-01   1.6124851e+00   1.0396385e-02
   2.1664000e+02   6.2097111e-01   8.0814902e-01   1.6124851e+00   1.0400973e-02
   2.1673000e+02   6.2186828e-01   8.0884139e-01   1.6124851e+00   1.0405561e-02
   2.1682000e+02   6.1335823e-01   8.0953406e-01   1.6124852e+00   1.0410149e-02
   2.1691000e+02   6.2119829e-01   8.1022702e-01   1.6124852e+00   1.0414736e-02
   2.1700000e+02   6.2016019e-01   8.1092028e-01   1.6124852e+00   1.0419324e-02
   2.1709000e+02   6.0982041e-01   8.1161384e-01   1.6124852e+00   1.0423912e-02
   2.1718000e+02   6.1671618e-01   8.1230769e-01   1.6124853e+00   1.0428500e-02
   2.1727000e+02   6.2028629e-01   8.1300184e-01   1.6124853e+00   1.0433088e-02
   2.1736000e+02   6.1089485e-01   8.1369629e-01   1.6124853e+00   1.0437676e-02
   2.1745000e+02   6.1399475e-01   8.1439103e-01   1.6124854e+00   1.0442264e-02
   2.1754000e+02   6.1567742e-01   8.1508607e-01   1.6124854e+00   1.0446852e-02
   2.1763000e+02   6.0425757e-01   8.1578141e-01   1.6124854e+00   1.0451440e-02
   2.1772000e+02   6.0860600e-01   8.1647704e-01   1.6124855e+00   1.0456027e-02
   2.1781000e+02   6.1624349e-01   8.1717297e-01   1.6124855e+00   1.0460615e-02
   2.1790000e+02   6.0798342e-01   8.1786919e-01   1.6124855e+00   1.0465203e-02
   2.1799000e+02   6.1023659e-01   8.1856572e-01   1.6124855e+00   1.0469791e-02
   2.1808000e+02   6.1650086e-01   8.1926253e-01   1.6124856e+00   1.0474379e-02
   2.1817000e+02   6.0141895e-01   8.1995965e-01   1.6124856e+00   1.0478967e-02
   2.1826000e+02   6.0321934e-01   8.2065706e-01   1.6124856e+00   1.0483555e-02
   2.1835000e+02   6.1488496e-01   8.2135477e-01   1.6124857e+00   1.0488143e-02
   2.1844000e+02   6.0662224e-01   8.2205277e-01   1.6124857e+00   1.0492731e-02
   2.1853000e+02   6.0769411e-01   8.2275107e-01   1.6124857e+00   1.0497319e-02
   2.1862000e+02   6.2206623e-01   8.2344967e-01   1.6124857e+00   1.0501907e-02
   2.1871000e+02   6.0868965e-01   8.2414856e-01   1.6124858e+00   1.0506495e-02
   2.1880000e+02   6.0902686e-01   8.2484775e-01   1.6124858e+00   1.0511083e-02
   2.1889000e+02   6.2386521e-01   8.2554724e-01   1.6124858e+00   1.0515670e-02
   2.1898000e+02   6.1289876e-01   8.2624702e-01   1.6124859e+00   1.0520258e-02
   2.1907000e+02   6.1090650e-01   8.2694710e-01   1.6124859e+00   1.0524846e-02
   2.1916000e+02   6.2489813e-01   8.2764748e-01   1.6124859e+00   1.0529434e-02
   2.1925000e+02   6.1243138e-01   8.2834815e-01   1.6124860e+00   1.0534022e-02
   2.1934000e+02   6.0809677e-01   8.2904912e-01   1.6124860e+00   1.0538610e-02
   2.1943000e+02   6.2339222e-01   8.2975038e-01   1.6124860e+00   1.0543198e-02
   2.1952000e+02   6.1506987e-01   8.3045195e-01   1.6124860e+00   1.0547786e-02
   2.1961000e+02   6.1661512e-01   8.3115380e-01   1.6124861e+00   1.0552374e-02
   2.1970000e+02   6.2957799e-01   8.3185596e-01   1.6124861e+00   1.0556962e-02
   2.1979000e+02   6.2130950e-01   8.3255841e-01   1.6124861e+00   1.0561550e-02
   2.1988000e+02   6.1200451e-01   8.3326116e-01   1.6124862e+00   1.0566138e-02
   2.1997000e+02   6.2680663e-01   8.3396420e-01   1.6124862e+00   1.0570726e-02
   2.2006000e+02   6.2108478e-01   8.3466754e-01   1.6124862e+00   1.0575314e-02
   2.2015000e+02   6.1553556e-01   8.3537118e-01   1.6124863e+00   1.0579902e-02
   2.2024000e+02   6.3021332e-01   8.3607511e-01   1.6124863e+00   1.0584490e-02
   2.2033000e+02   6.2612335e-01   8.3677934e-01   1.6124863e+00   1.0589078e-02
   2.2042000e+02   6.1500106e-01   8.3748387e-01   1.6124863e+00   1.0593666e-02
   2.2051000e+02   6.3595700e-01   8.3818869e-01   1.6124864e+00   1.0598254e-02
   2.2060000e+02   6.3013960e-01   8.3889381e-01   1.6124864e+00   1.0602842e-02
   2.2069000e+02   6.2056668e-01   8.3959923e-01   1.6124864e+00   1.0607430e-02
   2.2078000e+02   6.3361154e-01   8.4030494e-01   1.6124865e+00   1.0612018e-02
   2.2087000e+02   6.3076228e-01   8.4101095e-01   1.6124865e+00   1.0616606e-02
   2.2096000e+02   6.2024779e-01   8.4171725e-01   1.6124865e+00   1.0621194e-02
   2.2105000e+02   6.3631840e-01   8.4242385e-01   1.6124866e+00   1.0625782e-02
   2.2114000e+02   6.3007291e-01   8.4313075e-01   1.6124866e+00   1.0630370e-02
   2.2123000e+02   6.2458350e-01   8.4383795e-01   1.6124866e+00   1.0634958e-02
   2.2132000e+02   6.3572950e-01   8.4454544e-01   1.6124867e+00   1.0639546e-02
   2.2141000e+02   6.3309866e-01   8.4525323e-01   1.6124867e+00   1.0644134e-02
   2.2150000e+02   6.2415755e-01   8.4596131e-01   1.6124867e+00   1.0648722e-02
   2.2159000e+02   6.3807851e-01   8.4666969e-01   1.6124867e+00   1.0653310e-02
   2.2168000e+02   6.3935464e-01   8.4737837e-01   1.6124868e+00   1.0657898e-02
   2.2177000e+02   6.2849503e-01   8.4808734e-01   1.6124868e+00   1.0662486e-02
   2.2186000e+02   6.3774076e-01   8.4879661e-01   1.6124868e+00   1.0667074e-02
   2.2195000e+02   6.3784054e-01   8.4950618e-01   1.6124869e+00   1.0671662e-02
   2.2204000e+02   6.2709222e-01   8.5021604e-01   1.6124869e+00   1.0676250e-02
   2.2213000e+02   6.3764225e-01   8.5092620e-01   1.6124869e+00   1.0680838e-02
   2.2222000e+02   6.4641232e-01   8.5163665e-01   1.6124870e+00   1.0685426e-02
   2.2231000e+02   6.3526775e-01   8.5234741e-01   1.6124870e+00   1.0690015e-02
   2.2240000e+02   6.4352506e-01   8.5305845e-01   1.6124870e+00   1.0694603e-02
   2.2249000e+02   6.4533635e-01   8.5376980e-01   1.6124870e+00   1.0699191e-02
   2.2258000e+02   6.3200018e-01   8.5448144e-01   1.6124871e+00   1.0703779e-02
   2.2267000e+02   6.3853050e-01   8.5519338e-01   1.6124871e+00   1.0708367e-02
   2.2276000e+02   6.4648816e-01   8.5590561e-01   1.6124871e+00   1.0712955e-02
   2.2285000e+02   6.4008645e-01   8.5661814e-01   1.6124872e+00   1.0717543e-02
   2.2294000e+02   6.4740778e-01   8.5733097e-01   1.6124872e+00   1.0722131e-02
   2.2303000e+02   6.4903247e-01   8.5804409e-01   1.6124872e+00   1.0726719e-02
   2.2312000e+02   6.3682334e-01   8.5875751e-01   1.6124873e+00   1.0731307e-02
   2.2321000e+02   6.3876001e-01   8.5947123e-01   1.6124873e+00   1.0735895e-02
   2.2330000e+02   6.4852846e-01   8.6018524e-01   1.6124873e+00   1.0740483e-02
   2.2339000e+02   6.4267611e-01   8.6089955e-01   1.6124874e+00   1.0745071e-02
   2.2348000e+02   6.4793022e-01   8.6161416e-01   1.6124874e+00   1.0749660e-02
   2.2357000e+02   6.5390107e-01   8.6232906e-01   1.6124874e+00   1.0754248e-02
   2.2366000e+02   6.4215159e-01   8.6304426e-01   1.6124874e+00   1.0758836e-02
   2.2375000e+02   6.4265119e-01   8.6375976e-01   1.6124875e+00   1.0763424e-02
   2.2384000e+02   6.5418268e-01   8.6447555e-01   1.6124875e+00   1.0768012e-02
   2.2393000e+02   6.5032332e-01   8.6519164e-01   1.6124875e+00   1.0772600e-02
   2.2402000e+02   6.4950837e-01   8.6590802e-01   1.6124876e+00   1.0777188e-02
   2.2411000e+02   6.5752396e-01   8.6662470e-01   1.6124876e+00   1.0781776e-02
   2.2420000e+02   6.4638325e-01   8.6734168e-01   1.6124876e+00   1.0786364e-02
   2.2429000e+02   6.4111153e-01   8.6805896e-01   1.6124877e+00   1.0790953e-02
   2.2438000e+02   6.5434586e-01   8.6877653e-01   1.6124877e+00   1.0795541e-02
   2.2447000e+02   6.4975815e-01   8.6949439e-01   1.6124877e+00   1.0800129e-02
   2.2456000e+02   6.5141544e-01   8.7021256e-01   1.6124877e+00   1.0804717e-02
   2.2465000e+02   6.6134626e-01   8.7093102e-01   1.6124878e+00   1.0809305e-02
   2.2474000e+02   6.5491241e-01   8.7164977e-01   1.6124878e+00   1.0813893e-02
   2.2483000e+02   6.4705397e-01   8.7236883e-01   1.6124878e+00   1.0818481e-02
   2.2492000e+02   6.5774084e-01   8.7308818e-01   1.6124879e+00   1.0823069e-02
   2.2501000e+02   6.5519340e-01   8.7380782e-01   1.6124879e+00   1.0827658e-02
   2.2510000e+02   6.5020101e-01   8.7452777e-01   1.6124879e+00   1.0832246e-02
   2.2519000e+02   6.5833809e-01   8.7524800e-01   1.6124880e+00   1.0836834e-02
   2.2528000e+02   6.5888228e-01   8.7596854e-01   1.6124880e+00   1.0841422e-02
   2.2537000e+02   6.5039016e-01   8.7668937e-01   1.6124880e+00   1.0846010e-02
   2.2546000e+02   6.5931247e-01   8.7741050e-01   1.6124881e+00   1.0850598e-02
   2.2555000e+02   6.6192197e-01   8.7813192e-01   1.6124881e+00   1.0855186e-02
   2.2564000e+02   6.5213944e-01   8.7885365e-01   1.6124881e+00   1.0859775e-02
   2.2573000e+02   6.5851929e-01   8.7957566e-01   1.6124882e+00   1.0864363e-02
   2.2582000e+02   6.6213877e-01   8.8029798e-01   1.6124882e+00   1.0868951e-02
   2.2591000e+02   6.5145114e-01   8.8102059e-01   1.6124882e+00   1.0873539e-02
   2.2600000e+02   6.6024971e-01   8.8174349e-01   1.6124882e+00   1.0878127e-02
   2.2609000e+02   6.6436698e-01   8.8246670e-01   1.6124883e+00   1.0882716e-02
   2.2618000e+02   6.5324091e-01   8.8319020e-01   1.6124883e+00   1.0887304e-02
   2.2627000e+02   6.6198102e-01   8.8391399e-01   1.6124883e+00   1.0891892e-02
   2.2636000e+02   6.6781196e-01   8.8463809e-01   1.6124884e+00   1.0896480e-02
   2.2645000e+02   6.5787415e-01   8.8536248e-01   1.6124884e+00   1.0901068e-02
   2.2654000e+02   6.6406917e-01   8.8608716e-01   1.6124884e+00   1.0905656e-02
   2.2663000e+02   6.7203872e-01   8.8681215e-01   1.6124885e+00   1.0910245e-02
   2.2672000e+02   6.6005590e-01   8.8753742e-01   1.6124885e+00   1.0914833e-02
   2.2681000e+02   6.6449244e-01   8.8826300e-01   1.6124885e+00   1.0919421e-02
   2.2690000e+02   6.7128731e-01   8.8898887e-01   1.6124886e+00   1.0924009e-02
   2.2699000e+02   6.6342920e-01   8.8971504e-01   1.6124886e+00   1.0928597e-02
   2.2708000e+02   6.6864318e-01   8.9044150e-01   1.6124886e+00   1.0933186e-02
   2.2717000e+02   6.7526993e-01   8.9116826e-01   1.6124886e+00   1.0937774e-02
   2.2726000e+02   6.6540039e-01   8.9189532e-01   1.6124887e+00   1.0942362e-02
   2.2735000e+02   6.6282810e-01   8.9262268e-01   1.6124887e+00   1.0946950e-02
   2.2744000e+02   6.7234726e-01   8.9335033e-01   1.6124887e+00   1.0951538e-02
   2.2753000e+02   6.6372023e-01   8.9407827e-01   1.6124888e+00   1.0956127e-02
   2.2762000e+02   6.6710549e-01   8.9480652e-01   1.6124888e+00   1.0960715e-02
   2.2771000e+02   6.7896608e-01   8.9553506e-01   1.6124888e+00   1.0965303e-02
   2.2780000e+02   6.6662038e-01   8.9626389e-01   1.6124889e+00   1.0969891e-02
   2.2789000e+02   6.6809160e-01   8.9699303e-01   1.6124889e+00   1.0974480e-02
   2.2798000e+02   6.8048716e-01   8.9772246e-01   1.6124889e+00   1.0979068e-02
   2.2807000e+02   6.6987681e-01   8.9845218e-01   1.6124890e+00   1.0983656e-02
   2.2816000e+02   6.7939611e-01   8.9918220e-01   1.6124890e+00   1.0988244e-02
   2.2825000e+02   6.9484290e-01   8.9991252e-01   1.6124890e+00   1.0992833e-02
   2.2834000e+02   6.8023361e-01   9.0064314e-01   1.6124891e+00   1.0997421e-02
   2.2843000e+02   6.8042152e-01   9.0137405e-01   1.6124891e+00   1.1002009e-02
   2.2852000e+02   6.8933140e-01   9.0210526e-01   1.6124891e+00   1.1006597e-02
   2.2861000e+02   6.7672025e-01   9.0283676e-01   1.6124891e+00   1.1011186e-02
   2.2870000e+02   6.8602094e-01   9.0356856e-01   1.6124892e+00   1.1015774e-02
   2.2879000e+02   7.0025624e-01   9.0430066e-01   1.6124892e+00   1.1020362e-02
   2.2888000e+02   6.8471530e-01   9.0503305e-01   1.6124892e+00   1.1024950e-02
   2.2897000e+02   6.8617835e-01   9.0576574e-01   1.6124893e+00   1.1029539e-02
   2.2906000e+02   6.9337481e-01   9.0649873e-01   1.6124893e+00   1.1034127e-02
   2.2915000e+02   6.8197571e-01   9.0723201e-01   1.6124893e+00   1.1038715e-02
   2.2924000e+02   6.8835590e-01   9.0796559e-01   1.6124894e+00   1.1043303e-02
   2.2933000e+02   7.0377925e-01   9.0869947e-01   1.6124894e+00   1.1047892e-02
   2.2942000e+02   6.9005879e-01   9.0943364e-01   1.6124894e+00   1.1052480e-02
   2.2951000e+02   6.8746725e-01   9.1016811e-01   1.6124895e+00   1.1057068e-02
   2.2960000e+02   6.8722112e-01   9.1090288e-01   1.6124895e+00   1.1061656e-02
   2.2969000e+02   6.8092615e-01   9.1163794e-01   1.6124895e+00   1.1066245e-02
   2.2978000e+02   6.8103805e-01   9.1237330e-01   1.6124896e+00   1.1070833e-02
   2.2987000e+02   7.0320037e-01   9.1310895e-01   1.6124896e+00   1.1075421e-02
   2.2996000e+02   6.9874244e-01   9.1384490e-01   1.6124896e+00   1.1080010e-02
   2.3005000e+02   6.9209068e-01   9.1458115e-01   1.6124896e+00   1.1084598e-02
   2.3014000e+02   6.9537010e-01   9.1531770e-01   1.6124897e+00   1.1089186e-02
   2.3023000e+02   6.9053717e-01   9.1605454e-01   1.6124897e+00   1.1093774e-02
   2.3032000e+02   6.8668627e-01   9.1679167e-01   1.6124897e+00   1.1098363e-02
   2.3041000e+02   7.1113854e-01   9.1752911e-01   1.6124898e+00   1.1102951e-02
   2.3050000e+02   7.1000556e-01   9.1826684e-01   1.6124898e+00   1.1107539e-02
   2.3059000e+02   7.0361712e-01   9.1900487e-01   1.6124898e+00   1.1112128e-02
   2.3068000e+02   7.0801395e-01   9.1974319e-01   1.6124899e+00   1.1116716e-02
   2.3077000e+02   6.9799136e-01   9.2048181e-01   1.6124899e+00   1.1121304e-02
   2.3086000e+02   6.9336653e-01   9.2122072e-01   1.6124899e+00   1.1125893e-02
   2.3095000e+02   7.0438695e-01   9.2195994e-01   1.6124900e+00   1.1130481e-02
   2.3104000e+02   7.0649762e-01   9.2269945e-01   1.6124900e+00   1.1135069e-02
   2.3113000e+02   7.0185350e-01   9.2343925e-01   1.6124900e+00   1.1139658e-02
   2.3122000e+02   7.0135578e-01   9.2417935e-01   1.6124901e+00   1.1144246e-02
   2.3131000e+02   6.9470206e-01   9.2491975e-01   1.6124901e+00   1.1148834e-02
   2.3140000e+02   6.9190170e-01   9.2566045e-01   1.6124901e+00   1.1153423e-02
   2.3149000e+02   6.9285541e-01   9.2640144e-01   1.6124902e+00   1.1158011e-02
   2.3158000e+02   7.0084387e-01   9.2714273e-01   1.6124902e+00   1.1162599e-02
   2.3167000e+02   6.9847473e-01   9.2788431e-01   1.6124902e+00   1.1167188e-02
   2.3176000e+02   6.9904684e-01   9.2862619e-01   1.6124903e+00   1.1171776e-02
   2.3185000e+02   7.0183771e-01   9.2936837e-01   1.6124903e+00   1.1176364e-02
   2.3194000e+02   6.9818194e-01   9.3011084e-01   1.6124903e+00   1.1180953e-02
   2.3203000e+02   6.9720065e-01   9.3085361e-01   1.6124903e+00   1.1185541e-02
   2.3212000e+02   7.0682301e-01   9.3159668e-01   1.6124904e+00   1.1190129e-02
   2.3221000e+02   7.0354256e-01   9.3234004e-01   1.6124904e+00   1.1194718e-02
   2.3230000e+02   7.0587540e-01   9.3308370e-01   1.6124904e+00   1.1199306e-02
   2.3239000e+02   7.1097676e-01   9.3382766e-01   1.6124905e+00   1.1203894e-02
   2.3248000e+02   7.0646492e-01   9.3457191e-01   1.6124905e+00   1.1208483e-02
   2.3257000e+02   7.0098757e-01   9.3531646e-01   1.6124905e+00   1.1213071e-02
   2.3266000e+02   7.0814949e-01   9.3606130e-01   1.6124906e+00   1.1217660e-02
   2.3275000e+02   7.0441664e-01   9.3680644e-01   1.6124906e+00   1.1222248e-02
   2.3284000e+02   6.9983671e-01   9.3755188e-01   1.6124906e+00   1.1226836e-02
   2.3293000e+02   7.0980881e-01   9.3829762e-01   1.6124907e+00   1.1231425e-02
   2.3302000e+02   7.0804330e-01   9.3904365e-01   1.6124907e+00   1.1236013e-02
   2.3311000e+02   7.0317649e-01   9.3978998e-01   1.6124907e+00   1.1240601e-02
   2.3320000e+02   7.1163622e-01   9.4053660e-01   1.6124908e+00   1.1245190e-02
   2.3329000e+02   7.0878744e-01   9.4128352e-01   1.6124908e+00   1.1249778e-02
   2.3338000e+02   6.9991630e-01   9.4203074e-01   1.6124908e+00   1.1254367e-02
   2.3347000e+02   7.1521683e-01   9.4277825e-01   1.6124909e+00   1.1258955e-02
   2.3356000e+02   7.1834579e-01   9.4352606e-01   1.6124909e+00   1.1263543e-02
   2.3365000e+02   7.1509214e-01   9.4427417e-01   1.6124909e+00   1.1268132e-02
   2.3374000e+02   7.2115289e-01   9.4502257e-01   1.6124910e+00   1.1272720e-02
   2.3383000e+02   7.1331146e-01   9.4577127e-01   1.6124910e+00   1.1277309e-02
   2.3392000e+02   7.0493986e-01   9.4652027e-01   1.6124910e+00   1.1281897e-02
   2.3401000e+02   7.1383374e-01   9.4726956e-01   1.6124910e+00   1.1286485e-02
   2.3410000e+02   7.2126641e-01   9.4801915e-01   1.6124911e+00   1.1291074e-02
   2.3419000e+02   7.2098949e-01   9.4876903e-01   1.6124911e+00   1.1295662e-02
   2.3428000e+02   7.3207176e-01   9.4951921e-01   1.6124911e+00   1.1300251e-02
   2.3437000e+02   7.2185384e-01   9.5026969e-01   1.6124912e+00   1.1304839e-02
   2.3446000e+02   7.1090654e-01   9.5102047e-01   1.6124912e+00   1.1309427e-02
   2.3455000e+02   7.1134235e-01   9.5177154e-01   1.6124912e+00   1.1314016e-02
   2.3464000e+02   7.1739560e-01   9.5252291e-01   1.6124913e+00   1.1318604e-02
   2.3473000e+02   7.1470070e-01   9.5327457e-01   1.6124913e+00   1.1323193e-02
   2.3482000e+02   7.2058685e-01   9.5402653e-01   1.6124913e+00   1.1327781e-02
   2.3491000e+02   7.2033567e-01   9.5477879e-01   1.6124914e+00   1.1332370e-02
   2.3500000e+02   7.1212902e-01   9.5553134e-01   1.6124914e+00   1.1336958e-02
   2.3509000e+02   7.0984545e-01   9.5628419e-01   1.6124914e+00   1.1341546e-02
   2.3518000e+02   7.2025634e-01   9.5703734e-01   1.6124915e+00   1.1346135e-02
   2.3527000e+02   7.1688816e-01   9.5779078e-01   1.6124915e+00   1.1350723e-02
   2.3536000e+02   7.2353990e-01   9.5854452e-01   1.6124915e+00   1.1355312e-02
   2.3545000e+02   7.2954713e-01   9.5929855e-01   1.6124916e+00   1.1359900e-02
   2.3554000e+02   7.1815545e-01   9.6005289e-01   1.6124916e+00   1.1364489e-02
   2.3563000e+02   7.1708930e-01   9.6080751e-01   1.6124916e+00   1.1369077e-02
   2.3572000e+02   7.2685509e-01   9.6156244e-01   1.6124917e+00   1.1373665e-02
   2.3581000e+02   7.2365182e-01   9.6231766e-01   1.6124917e+00   1.1378254e-02
   2.3590000e+02   7.2753343e-01   9.6307318e-01   1.6124917e+00   1.1382842e-02
   2.3599000e+02   7.3734709e-01   9.6382899e-01   1.6124918e+00   1.1387431e-02
   2.3608000e+02   7.2452972e-01   9.6458510e-01   1.6124918e+00   1.1392019e-02
   2.3617000e+02   7.2309626e-01   9.6534151e-01   1.6124918e+00   1.1396608e-02
   2.3626000e+02   7.2873545e-01   9.6609822e-01   1.6124919e+00   1.1401196e-02
   2.3635000e+02   7.2476308e-01   9.6685522e-01   1.6124919e+00   1.1405785e-02
   2.3644000e+02   7.2663934e-01   9.6761251e-01   1.6124919e+00   1.1410373e-02
   2.3653000e+02   7.4445524e-01   9.6837011e-01   1.6124920e+00   1.1414962e-02
   2.3662000e+02   7.3167078e-01   9.6912800e-01   1.6124920e+00   1.1419550e-02
   2.3671000e+02   7.2859510e-01   9.6988618e-01   1.6124920e+00   1.1424139e-02
   2.3680000e+02   7.3361718e-01   9.7064466e-01   1.6124921e+00   1.1428727e-02
   2.3689000e+02   7.2882864e-01   9.7140344e-01   1.6124921e+00   1.1433316e-02
   2.3698000e+02   7.2287514e-01   9.7216252e-01   1.6124921e+00   1.1437904e-02
   2.3707000e+02   7.2918494e-01   9.7292189e-01   1.6124921e+00   1.1442493e-02
   2.3716000e+02   7.2929465e-01   9.7368156e-01   1.6124922e+00   1.1447081e-02
   2.3725000e+02   7.2431279e-01   9.7444152e-01   1.6124922e+00   1.1451669e-02
   2.3734000e+02   7.3808993e-01   9.7520179e-01   1.6124922e+00   1.1456258e-02
   2.3743000e+02   7.3683950e-01   9.7596234e-01   1.6124923e+00   1.1460846e-02
   2.3752000e+02   7.3222231e-01   9.7672320e-01   1.6124923e+00   1.1465435e-02
   2.3761000e+02   7.3922222e-01   9.7748435e-01   1.6124923e+00   1.1470023e-02
   2.3770000e+02   7.3426108e-01   9.7824580e-01   1.6124924e+00   1.1474612e-02
   2.3779000e+02   7.2624674e-01   9.7900754e-01   1.6124924e+00   1.1479200e-02
   2.3788000e+02   7.3250388e-01   9.7976958e-01   1.6124924e+00   1.1483789e-02
   2.3797000e+02   7.3019086e-01   9.8053192e-01   1.6124925e+00   1.1488377e-02
   2.3806000e+02   7.2954198e-01   9.8129455e-01   1.6124925e+00   1.1492966e-02
