   Frequency_GHz   Transmission    Conductivity_S/m      n               k
   3.7792000e+02   2.6770048e-01   2.4619576e+00   1.5969773e+00   1.8339979e-02
   3.7801000e+02   2.7096675e-01   2.4629933e+00   1.5969773e+00   1.8343325e-02
   3.7810000e+02   2.7003273e-01   2.4640292e+00   1.5969773e+00   1.8346672e-02
   3.7819000e+02   2.6669879e-01   2.4650654e+00   1.5969774e+00   1.8350019e-02
   3.7828000e+02   2.6982733e-01   2.4661017e+00   1.5969774e+00   1.8353365e-02
   3.7837000e+02   2.7004633e-01   2.4671383e+00   1.5969774e+00   1.8356712e-02
   3.7846000e+02   2.6678245e-01   2.4681751e+00   1.5969775e+00   1.8360059e-02
   3.7855000e+02   2.6892365e-01   2.4692122e+00   1.5969775e+00   1.8363405e-02
   3.7864000e+02   2.7080103e-01   2.4702494e+00   1.5969776e+00   1.8366752e-02
   3.7873000e+02   2.6649545e-01   2.4712868e+00   1.5969776e+00   1.8370099e-02
   3.7882000e+02   2.6709404e-01   2.4723245e+00   1.5969776e+00   1.8373446e-02
   3.7891000e+02   2.6904871e-01   2.4733624e+00   1.5969777e+00   1.8376793e-02
   3.7900000e+02   2.6495455e-01   2.4744005e+00   1.5969777e+00   1.8380139e-02
   3.7909000e+02   2.6625510e-01   2.4754388e+00   1.5969778e+00   1.8383486e-02
   3.7918000e+02   2.7091284e-01   2.4764774e+00   1.5969778e+00   1.8386833e-02
   3.7927000e+02   2.6561189e-01   2.4775162e+00   1.5969778e+00   1.8390180e-02
   3.7936000e+02   2.6501829e-01   2.4785551e+00   1.5969779e+00   1.8393527e-02
   3.7945000e+02   2.6996402e-01   2.4795943e+00   1.5969779e+00   1.8396874e-02
   3.7954000e+02   2.6397271e-01   2.4806338e+00   1.5969779e+00   1.8400221e-02
   3.7963000e+02   2.6420764e-01   2.4816734e+00   1.5969780e+00   1.8403568e-02
   3.7972000e+02   2.6959257e-01   2.4827132e+00   1.5969780e+00   1.8406915e-02
   3.7981000e+02   2.6307808e-01   2.4837533e+00   1.5969781e+00   1.8410263e-02
   3.7990000e+02   2.6449741e-01   2.4847936e+00   1.5969781e+00   1.8413610e-02
   3.7999000e+02   2.7012021e-01   2.4858341e+00   1.5969781e+00   1.8416957e-02
   3.8008000e+02   2.6440868e-01   2.4868748e+00   1.5969782e+00   1.8420304e-02
   3.8017000e+02   2.6360291e-01   2.4879158e+00   1.5969782e+00   1.8423651e-02
   3.8026000e+02   2.6912143e-01   2.4889569e+00   1.5969783e+00   1.8426999e-02
   3.8035000e+02   2.6473938e-01   2.4899983e+00   1.5969783e+00   1.8430346e-02
   3.8044000e+02   2.6434896e-01   2.4910399e+00   1.5969783e+00   1.8433693e-02
   3.8053000e+02   2.6935236e-01   2.4920817e+00   1.5969784e+00   1.8437041e-02
   3.8062000e+02   2.6441396e-01   2.4931237e+00   1.5969784e+00   1.8440388e-02
   3.8071000e+02   2.6293184e-01   2.4941660e+00   1.5969785e+00   1.8443735e-02
   3.8080000e+02   2.6874825e-01   2.4952084e+00   1.5969785e+00   1.8447083e-02
   3.8089000e+02   2.6469563e-01   2.4962511e+00   1.5969785e+00   1.8450430e-02
   3.8098000e+02   2.6330407e-01   2.4972940e+00   1.5969786e+00   1.8453778e-02
   3.8107000e+02   2.6910175e-01   2.4983371e+00   1.5969786e+00   1.8457125e-02
   3.8116000e+02   2.6562430e-01   2.4993805e+00   1.5969786e+00   1.8460473e-02
   3.8125000e+02   2.6301590e-01   2.5004240e+00   1.5969787e+00   1.8463820e-02
   3.8134000e+02   2.6855032e-01   2.5014678e+00   1.5969787e+00   1.8467168e-02
   3.8143000e+02   2.6532517e-01   2.5025118e+00   1.5969788e+00   1.8470515e-02
   3.8152000e+02   2.6314533e-01   2.5035560e+00   1.5969788e+00   1.8473863e-02
   3.8161000e+02   2.6877398e-01   2.5046004e+00   1.5969788e+00   1.8477211e-02
   3.8170000e+02   2.6652248e-01   2.5056451e+00   1.5969789e+00   1.8480558e-02
   3.8179000e+02   2.6246599e-01   2.5066899e+00   1.5969789e+00   1.8483906e-02
   3.8188000e+02   2.6801295e-01   2.5077350e+00   1.5969790e+00   1.8487254e-02
   3.8197000e+02   2.6577713e-01   2.5087803e+00   1.5969790e+00   1.8490602e-02
   3.8206000e+02   2.6334006e-01   2.5098258e+00   1.5969790e+00   1.8493950e-02
   3.8215000e+02   2.6902227e-01   2.5108716e+00   1.5969791e+00   1.8497297e-02
   3.8224000e+02   2.6642565e-01   2.5119175e+00   1.5969791e+00   1.8500645e-02
   3.8233000e+02   2.6281100e-01   2.5129637e+00   1.5969791e+00   1.8503993e-02
   3.8242000e+02   2.6756479e-01   2.5140101e+00   1.5969792e+00   1.8507341e-02
   3.8251000e+02   2.6628696e-01   2.5150567e+00   1.5969792e+00   1.8510689e-02
   3.8260000e+02   2.6144147e-01   2.5161035e+00   1.5969793e+00   1.8514037e-02
   3.8269000e+02   2.6695512e-01   2.5171505e+00   1.5969793e+00   1.8517385e-02
   3.8278000e+02   2.6565238e-01   2.5181978e+00   1.5969793e+00   1.8520733e-02
   3.8287000e+02   2.6223131e-01   2.5192453e+00   1.5969794e+00   1.8524081e-02
   3.8296000e+02   2.6732636e-01   2.5202930e+00   1.5969794e+00   1.8527429e-02
   3.8305000e+02   2.6626829e-01   2.5213409e+00   1.5969795e+00   1.8530777e-02
   3.8314000e+02   2.6071719e-01   2.5223890e+00   1.5969795e+00   1.8534125e-02
   3.8323000e+02   2.6562145e-01   2.5234373e+00   1.5969795e+00   1.8537474e-02
   3.8332000e+02   2.6477888e-01   2.5244859e+00   1.5969796e+00   1.8540822e-02
   3.8341000e+02   2.6091316e-01   2.5255347e+00   1.5969796e+00   1.8544170e-02
   3.8350000e+02   2.6480455e-01   2.5265837e+00   1.5969797e+00   1.8547518e-02
   3.8359000e+02   2.6434327e-01   2.5276329e+00   1.5969797e+00   1.8550866e-02
   3.8368000e+02   2.6099381e-01   2.5286823e+00   1.5969797e+00   1.8554215e-02
   3.8377000e+02   2.6469967e-01   2.5297320e+00   1.5969798e+00   1.8557563e-02
   3.8386000e+02   2.6506380e-01   2.5307819e+00   1.5969798e+00   1.8560911e-02
   3.8395000e+02   2.6076575e-01   2.5318320e+00   1.5969798e+00   1.8564260e-02
   3.8404000e+02   2.6376376e-01   2.5328823e+00   1.5969799e+00   1.8567608e-02
   3.8413000e+02   2.6537229e-01   2.5339328e+00   1.5969799e+00   1.8570957e-02
   3.8422000e+02   2.6175095e-01   2.5349835e+00   1.5969800e+00   1.8574305e-02
   3.8431000e+02   2.6265570e-01   2.5360345e+00   1.5969800e+00   1.8577654e-02
   3.8440000e+02   2.6433093e-01   2.5370857e+00   1.5969800e+00   1.8581002e-02
   3.8449000e+02   2.5889018e-01   2.5381371e+00   1.5969801e+00   1.8584351e-02
   3.8458000e+02   2.6182488e-01   2.5391887e+00   1.5969801e+00   1.8587699e-02
   3.8467000e+02   2.6457411e-01   2.5402405e+00   1.5969802e+00   1.8591048e-02
   3.8476000e+02   2.6200499e-01   2.5412926e+00   1.5969802e+00   1.8594396e-02
   3.8485000e+02   2.6157446e-01   2.5423448e+00   1.5969802e+00   1.8597745e-02
   3.8494000e+02   2.6508608e-01   2.5433973e+00   1.5969803e+00   1.8601094e-02
   3.8503000e+02   2.6046927e-01   2.5444500e+00   1.5969803e+00   1.8604442e-02
   3.8512000e+02   2.6062504e-01   2.5455029e+00   1.5969804e+00   1.8607791e-02
   3.8521000e+02   2.6266758e-01   2.5465561e+00   1.5969804e+00   1.8611140e-02
   3.8530000e+02   2.6095443e-01   2.5476094e+00   1.5969804e+00   1.8614489e-02
   3.8539000e+02   2.6001296e-01   2.5486630e+00   1.5969805e+00   1.8617838e-02
   3.8548000e+02   2.6455487e-01   2.5497168e+00   1.5969805e+00   1.8621186e-02
   3.8557000e+02   2.6102299e-01   2.5507708e+00   1.5969805e+00   1.8624535e-02
   3.8566000e+02   2.5900187e-01   2.5518250e+00   1.5969806e+00   1.8627884e-02
   3.8575000e+02   2.6381873e-01   2.5528795e+00   1.5969806e+00   1.8631233e-02
   3.8584000e+02   2.6064783e-01   2.5539341e+00   1.5969807e+00   1.8634582e-02
   3.8593000e+02   2.5901242e-01   2.5549890e+00   1.5969807e+00   1.8637931e-02
   3.8602000e+02   2.6465169e-01   2.5560441e+00   1.5969807e+00   1.8641280e-02
   3.8611000e+02   2.6040223e-01   2.5570994e+00   1.5969808e+00   1.8644629e-02
   3.8620000e+02   2.5808875e-01   2.5581550e+00   1.5969808e+00   1.8647978e-02
   3.8629000e+02   2.6440752e-01   2.5592107e+00   1.5969809e+00   1.8651327e-02
   3.8638000e+02   2.6015553e-01   2.5602667e+00   1.5969809e+00   1.8654676e-02
   3.8647000e+02   2.5785608e-01   2.5613229e+00   1.5969809e+00   1.8658025e-02
   3.8656000e+02   2.6319646e-01   2.5623793e+00   1.5969810e+00   1.8661374e-02
   3.8665000e+02   2.6194190e-01   2.5634359e+00   1.5969810e+00   1.8664724e-02
   3.8674000e+02   2.5855338e-01   2.5644927e+00   1.5969811e+00   1.8668073e-02
   3.8683000e+02   2.6378057e-01   2.5655498e+00   1.5969811e+00   1.8671422e-02
   3.8692000e+02   2.6124811e-01   2.5666071e+00   1.5969811e+00   1.8674771e-02
   3.8701000e+02   2.5771795e-01   2.5676646e+00   1.5969812e+00   1.8678121e-02
   3.8710000e+02   2.6191932e-01   2.5687223e+00   1.5969812e+00   1.8681470e-02
   3.8719000e+02   2.6290805e-01   2.5697802e+00   1.5969813e+00   1.8684819e-02
   3.8728000e+02   2.5765561e-01   2.5708384e+00   1.5969813e+00   1.8688169e-02
   3.8737000e+02   2.6223640e-01   2.5718967e+00   1.5969813e+00   1.8691518e-02
   3.8746000e+02   2.6275237e-01   2.5729553e+00   1.5969814e+00   1.8694867e-02
   3.8755000e+02   2.5833722e-01   2.5740141e+00   1.5969814e+00   1.8698217e-02
   3.8764000e+02   2.6230016e-01   2.5750731e+00   1.5969814e+00   1.8701566e-02
   3.8773000e+02   2.6346372e-01   2.5761324e+00   1.5969815e+00   1.8704916e-02
   3.8782000e+02   2.5735086e-01   2.5771918e+00   1.5969815e+00   1.8708265e-02
   3.8791000e+02   2.6071025e-01   2.5782515e+00   1.5969816e+00   1.8711615e-02
   3.8800000e+02   2.6310663e-01   2.5793114e+00   1.5969816e+00   1.8714964e-02
   3.8809000e+02   2.5706858e-01   2.5803715e+00   1.5969816e+00   1.8718314e-02
   3.8818000e+02   2.5969908e-01   2.5814318e+00   1.5969817e+00   1.8721664e-02
   3.8827000e+02   2.6274384e-01   2.5824924e+00   1.5969817e+00   1.8725013e-02
   3.8836000e+02   2.5742382e-01   2.5835531e+00   1.5969818e+00   1.8728363e-02
   3.8845000e+02   2.5960236e-01   2.5846141e+00   1.5969818e+00   1.8731713e-02
   3.8854000e+02   2.6375629e-01   2.5856753e+00   1.5969818e+00   1.8735062e-02
   3.8863000e+02   2.5708074e-01   2.5867367e+00   1.5969819e+00   1.8738412e-02
   3.8872000e+02   2.5896696e-01   2.5877983e+00   1.5969819e+00   1.8741762e-02
   3.8881000e+02   2.6375657e-01   2.5888602e+00   1.5969820e+00   1.8745112e-02
   3.8890000e+02   2.5833681e-01   2.5899223e+00   1.5969820e+00   1.8748461e-02
   3.8899000e+02   2.5880407e-01   2.5909845e+00   1.5969820e+00   1.8751811e-02
   3.8908000e+02   2.6411827e-01   2.5920470e+00   1.5969821e+00   1.8755161e-02
   3.8917000e+02   2.5693024e-01   2.5931098e+00   1.5969821e+00   1.8758511e-02
   3.8926000e+02   2.5837246e-01   2.5941727e+00   1.5969822e+00   1.8761861e-02
   3.8935000e+02   2.6468125e-01   2.5952359e+00   1.5969822e+00   1.8765211e-02
   3.8944000e+02   2.5791098e-01   2.5962992e+00   1.5969822e+00   1.8768561e-02
   3.8953000e+02   2.5845686e-01   2.5973628e+00   1.5969823e+00   1.8771911e-02
   3.8962000e+02   2.6446383e-01   2.5984266e+00   1.5969823e+00   1.8775261e-02
   3.8971000e+02   2.5772743e-01   2.5994907e+00   1.5969824e+00   1.8778611e-02
   3.8980000e+02   2.5837025e-01   2.6005549e+00   1.5969824e+00   1.8781961e-02
   3.8989000e+02   2.6288873e-01   2.6016194e+00   1.5969824e+00   1.8785311e-02
   3.8998000e+02   2.5697336e-01   2.6026841e+00   1.5969825e+00   1.8788661e-02
   3.9007000e+02   2.5659766e-01   2.6037490e+00   1.5969825e+00   1.8792012e-02
   3.9016000e+02   2.6280912e-01   2.6048141e+00   1.5969826e+00   1.8795362e-02
   3.9025000e+02   2.5785045e-01   2.6058794e+00   1.5969826e+00   1.8798712e-02
   3.9034000e+02   2.5599551e-01   2.6069450e+00   1.5969826e+00   1.8802062e-02
   3.9043000e+02   2.6213585e-01   2.6080107e+00   1.5969827e+00   1.8805412e-02
   3.9052000e+02   2.5769211e-01   2.6090767e+00   1.5969827e+00   1.8808763e-02
   3.9061000e+02   2.5558415e-01   2.6101429e+00   1.5969827e+00   1.8812113e-02
   3.9070000e+02   2.6159811e-01   2.6112094e+00   1.5969828e+00   1.8815463e-02
   3.9079000e+02   2.5688675e-01   2.6122760e+00   1.5969828e+00   1.8818814e-02
   3.9088000e+02   2.5450925e-01   2.6133429e+00   1.5969829e+00   1.8822164e-02
   3.9097000e+02   2.6036676e-01   2.6144099e+00   1.5969829e+00   1.8825515e-02
   3.9106000e+02   2.5689095e-01   2.6154772e+00   1.5969829e+00   1.8828865e-02
   3.9115000e+02   2.5391967e-01   2.6165448e+00   1.5969830e+00   1.8832215e-02
   3.9124000e+02   2.5963157e-01   2.6176125e+00   1.5969830e+00   1.8835566e-02
   3.9133000e+02   2.5683730e-01   2.6186804e+00   1.5969831e+00   1.8838916e-02
   3.9142000e+02   2.5325199e-01   2.6197486e+00   1.5969831e+00   1.8842267e-02
   3.9151000e+02   2.5795276e-01   2.6208170e+00   1.5969831e+00   1.8845618e-02
   3.9160000e+02   2.5590685e-01   2.6218856e+00   1.5969832e+00   1.8848968e-02
   3.9169000e+02   2.5156833e-01   2.6229544e+00   1.5969832e+00   1.8852319e-02
   3.9178000e+02   2.5702235e-01   2.6240234e+00   1.5969833e+00   1.8855669e-02
   3.9187000e+02   2.5580568e-01   2.6250927e+00   1.5969833e+00   1.8859020e-02
   3.9196000e+02   2.5053421e-01   2.6261622e+00   1.5969833e+00   1.8862371e-02
   3.9205000e+02   2.5538194e-01   2.6272319e+00   1.5969834e+00   1.8865721e-02
   3.9214000e+02   2.5560910e-01   2.6283018e+00   1.5969834e+00   1.8869072e-02
   3.9223000e+02   2.5092373e-01   2.6293719e+00   1.5969835e+00   1.8872423e-02
   3.9232000e+02   2.5602949e-01   2.6304422e+00   1.5969835e+00   1.8875774e-02
   3.9241000e+02   2.5611565e-01   2.6315128e+00   1.5969835e+00   1.8879125e-02
   3.9250000e+02   2.4977565e-01   2.6325836e+00   1.5969836e+00   1.8882475e-02
   3.9259000e+02   2.5386174e-01   2.6336546e+00   1.5969836e+00   1.8885826e-02
   3.9268000e+02   2.5529074e-01   2.6347258e+00   1.5969837e+00   1.8889177e-02
   3.9277000e+02   2.4998246e-01   2.6357972e+00   1.5969837e+00   1.8892528e-02
   3.9286000e+02   2.5322338e-01   2.6368689e+00   1.5969837e+00   1.8895879e-02
   3.9295000e+02   2.5579894e-01   2.6379408e+00   1.5969838e+00   1.8899230e-02
   3.9304000e+02   2.5089305e-01   2.6390128e+00   1.5969838e+00   1.8902581e-02
   3.9313000e+02   2.5273508e-01   2.6400852e+00   1.5969839e+00   1.8905932e-02
   3.9322000e+02   2.5615323e-01   2.6411577e+00   1.5969839e+00   1.8909283e-02
   3.9331000e+02   2.5038853e-01   2.6422304e+00   1.5969839e+00   1.8912634e-02
   3.9340000e+02   2.5140773e-01   2.6433034e+00   1.5969840e+00   1.8915985e-02
   3.9349000e+02   2.5606595e-01   2.6443766e+00   1.5969840e+00   1.8919336e-02
   3.9358000e+02   2.5135542e-01   2.6454499e+00   1.5969841e+00   1.8922688e-02
   3.9367000e+02   2.5033494e-01   2.6465236e+00   1.5969841e+00   1.8926039e-02
   3.9376000e+02   2.5567380e-01   2.6475974e+00   1.5969841e+00   1.8929390e-02
   3.9385000e+02   2.4961011e-01   2.6486714e+00   1.5969842e+00   1.8932741e-02
   3.9394000e+02   2.4968643e-01   2.6497457e+00   1.5969842e+00   1.8936092e-02
   3.9403000e+02   2.5563607e-01   2.6508202e+00   1.5969843e+00   1.8939444e-02
   3.9412000e+02   2.5117230e-01   2.6518949e+00   1.5969843e+00   1.8942795e-02
   3.9421000e+02   2.4940906e-01   2.6529698e+00   1.5969843e+00   1.8946146e-02
   3.9430000e+02   2.5601493e-01   2.6540449e+00   1.5969844e+00   1.8949498e-02
   3.9439000e+02   2.5068102e-01   2.6551203e+00   1.5969844e+00   1.8952849e-02
   3.9448000e+02   2.4876013e-01   2.6561959e+00   1.5969845e+00   1.8956200e-02
   3.9457000e+02   2.5424873e-01   2.6572717e+00   1.5969845e+00   1.8959552e-02
   3.9466000e+02   2.5009152e-01   2.6583477e+00   1.5969845e+00   1.8962903e-02
   3.9475000e+02   2.4792011e-01   2.6594239e+00   1.5969846e+00   1.8966255e-02
   3.9484000e+02   2.5451380e-01   2.6605003e+00   1.5969846e+00   1.8969606e-02
   3.9493000e+02   2.5063902e-01   2.6615770e+00   1.5969847e+00   1.8972958e-02
   3.9502000e+02   2.4728680e-01   2.6626539e+00   1.5969847e+00   1.8976309e-02
   3.9511000e+02   2.5368206e-01   2.6637310e+00   1.5969847e+00   1.8979661e-02
   3.9520000e+02   2.5046151e-01   2.6648083e+00   1.5969848e+00   1.8983012e-02
   3.9529000e+02   2.4674556e-01   2.6658858e+00   1.5969848e+00   1.8986364e-02
   3.9538000e+02   2.5273319e-01   2.6669636e+00   1.5969848e+00   1.8989716e-02
   3.9547000e+02   2.4931098e-01   2.6680415e+00   1.5969849e+00   1.8993067e-02
   3.9556000e+02   2.4535242e-01   2.6691197e+00   1.5969849e+00   1.8996419e-02
   3.9565000e+02   2.5254595e-01   2.6701981e+00   1.5969850e+00   1.8999771e-02
   3.9574000e+02   2.4950750e-01   2.6712768e+00   1.5969850e+00   1.9003122e-02
   3.9583000e+02   2.4576227e-01   2.6723556e+00   1.5969850e+00   1.9006474e-02
   3.9592000e+02   2.5153917e-01   2.6734347e+00   1.5969851e+00   1.9009826e-02
   3.9601000e+02   2.4905178e-01   2.6745139e+00   1.5969851e+00   1.9013178e-02
   3.9610000e+02   2.4502261e-01   2.6755934e+00   1.5969852e+00   1.9016530e-02
   3.9619000e+02   2.5091888e-01   2.6766731e+00   1.5969852e+00   1.9019881e-02
   3.9628000e+02   2.4734215e-01   2.6777531e+00   1.5969852e+00   1.9023233e-02
   3.9637000e+02   2.4389624e-01   2.6788332e+00   1.5969853e+00   1.9026585e-02
   3.9646000e+02   2.4952216e-01   2.6799136e+00   1.5969853e+00   1.9029937e-02
   3.9655000e+02   2.4823929e-01   2.6809942e+00   1.5969854e+00   1.9033289e-02
   3.9664000e+02   2.4248432e-01   2.6820750e+00   1.5969854e+00   1.9036641e-02
   3.9673000e+02   2.4829273e-01   2.6831560e+00   1.5969854e+00   1.9039993e-02
   3.9682000e+02   2.4721384e-01   2.6842372e+00   1.5969855e+00   1.9043345e-02
   3.9691000e+02   2.4253224e-01   2.6853187e+00   1.5969855e+00   1.9046697e-02
   3.9700000e+02   2.4792811e-01   2.6864003e+00   1.5969856e+00   1.9050049e-02
   3.9709000e+02   2.4797352e-01   2.6874822e+00   1.5969856e+00   1.9053401e-02
   3.9718000e+02   2.4111602e-01   2.6885643e+00   1.5969856e+00   1.9056754e-02
   3.9727000e+02   2.4585137e-01   2.6896467e+00   1.5969857e+00   1.9060106e-02
   3.9736000e+02   2.4656379e-01   2.6907292e+00   1.5969857e+00   1.9063458e-02
   3.9745000e+02   2.4041895e-01   2.6918120e+00   1.5969858e+00   1.9066810e-02
   3.9754000e+02   2.4473065e-01   2.6928949e+00   1.5969858e+00   1.9070162e-02
   3.9763000e+02   2.4656016e-01   2.6939781e+00   1.5969858e+00   1.9073515e-02
   3.9772000e+02   2.4126092e-01   2.6950615e+00   1.5969859e+00   1.9076867e-02
   3.9781000e+02   2.4501488e-01   2.6961452e+00   1.5969859e+00   1.9080219e-02
   3.9790000e+02   2.4728156e-01   2.6972290e+00   1.5969860e+00   1.9083571e-02
   3.9799000e+02   2.4006431e-01   2.6983131e+00   1.5969860e+00   1.9086924e-02
   3.9808000e+02   2.4325264e-01   2.6993974e+00   1.5969860e+00   1.9090276e-02
   3.9817000e+02   2.4674769e-01   2.7004819e+00   1.5969861e+00   1.9093628e-02
   3.9826000e+02   2.4065620e-01   2.7015666e+00   1.5969861e+00   1.9096981e-02
   3.9835000e+02   2.4245938e-01   2.7026515e+00   1.5969862e+00   1.9100333e-02
   3.9844000e+02   2.4667964e-01   2.7037367e+00   1.5969862e+00   1.9103686e-02
   3.9853000e+02   2.3887239e-01   2.7048221e+00   1.5969862e+00   1.9107038e-02
   3.9862000e+02   2.4165266e-01   2.7059077e+00   1.5969863e+00   1.9110391e-02
   3.9871000e+02   2.4573611e-01   2.7069935e+00   1.5969863e+00   1.9113743e-02
   3.9880000e+02   2.3952653e-01   2.7080795e+00   1.5969864e+00   1.9117096e-02
   3.9889000e+02   2.4018507e-01   2.7091657e+00   1.5969864e+00   1.9120448e-02
   3.9898000e+02   2.4575361e-01   2.7102522e+00   1.5969864e+00   1.9123801e-02
   3.9907000e+02   2.3830034e-01   2.7113389e+00   1.5969865e+00   1.9127154e-02
   3.9916000e+02   2.3880093e-01   2.7124258e+00   1.5969865e+00   1.9130506e-02
   3.9925000e+02   2.4337552e-01   2.7135129e+00   1.5969866e+00   1.9133859e-02
   3.9934000e+02   2.3800126e-01   2.7146002e+00   1.5969866e+00   1.9137212e-02
   3.9943000e+02   2.3830476e-01   2.7156878e+00   1.5969867e+00   1.9140564e-02
   3.9952000e+02   2.4426787e-01   2.7167756e+00   1.5969867e+00   1.9143917e-02
   3.9961000e+02   2.3852924e-01   2.7178635e+00   1.5969867e+00   1.9147270e-02
   3.9970000e+02   2.3701506e-01   2.7189517e+00   1.5969868e+00   1.9150623e-02
   3.9979000e+02   2.4269240e-01   2.7200402e+00   1.5969868e+00   1.9153976e-02
   3.9988000e+02   2.3812466e-01   2.7211288e+00   1.5969869e+00   1.9157328e-02
   3.9997000e+02   2.3623421e-01   2.7222177e+00   1.5969869e+00   1.9160681e-02
   4.0006000e+02   2.4229902e-01   2.7233067e+00   1.5969869e+00   1.9164034e-02
   4.0015000e+02   2.3775221e-01   2.7243960e+00   1.5969870e+00   1.9167387e-02
   4.0024000e+02   2.3459163e-01   2.7254856e+00   1.5969870e+00   1.9170740e-02
   4.0033000e+02   2.4134641e-01   2.7265753e+00   1.5969871e+00   1.9174093e-02
   4.0042000e+02   2.3792193e-01   2.7276652e+00   1.5969871e+00   1.9177446e-02
   4.0051000e+02   2.3444695e-01   2.7287554e+00   1.5969871e+00   1.9180799e-02
   4.0060000e+02   2.4098047e-01   2.7298458e+00   1.5969872e+00   1.9184152e-02
   4.0069000e+02   2.3866467e-01   2.7309364e+00   1.5969872e+00   1.9187505e-02
   4.0078000e+02   2.3406682e-01   2.7320272e+00   1.5969873e+00   1.9190858e-02
   4.0087000e+02   2.4014826e-01   2.7331182e+00   1.5969873e+00   1.9194211e-02
   4.0096000e+02   2.3741242e-01   2.7342095e+00   1.5969873e+00   1.9197564e-02
   4.0105000e+02   2.3285883e-01   2.7353010e+00   1.5969874e+00   1.9200918e-02
   4.0114000e+02   2.3923737e-01   2.7363927e+00   1.5969874e+00   1.9204271e-02
   4.0123000e+02   2.3834547e-01   2.7374846e+00   1.5969875e+00   1.9207624e-02
   4.0132000e+02   2.3295250e-01   2.7385767e+00   1.5969875e+00   1.9210977e-02
   4.0141000e+02   2.3920267e-01   2.7396690e+00   1.5969875e+00   1.9214330e-02
   4.0150000e+02   2.3840616e-01   2.7407616e+00   1.5969876e+00   1.9217684e-02
   4.0159000e+02   2.3304165e-01   2.7418544e+00   1.5969876e+00   1.9221037e-02
   4.0168000e+02   2.3885699e-01   2.7429474e+00   1.5969877e+00   1.9224390e-02
   4.0177000e+02   2.3826187e-01   2.7440406e+00   1.5969877e+00   1.9227744e-02
   4.0186000e+02   2.3301209e-01   2.7451340e+00   1.5969877e+00   1.9231097e-02
   4.0195000e+02   2.3814470e-01   2.7462277e+00   1.5969878e+00   1.9234450e-02
   4.0204000e+02   2.3866024e-01   2.7473215e+00   1.5969878e+00   1.9237804e-02
   4.0213000e+02   2.3236403e-01   2.7484156e+00   1.5969879e+00   1.9241157e-02
   4.0222000e+02   2.3654527e-01   2.7495099e+00   1.5969879e+00   1.9244511e-02
   4.0231000e+02   2.3835708e-01   2.7506044e+00   1.5969879e+00   1.9247864e-02
   4.0240000e+02   2.3310646e-01   2.7516992e+00   1.5969880e+00   1.9251218e-02
   4.0249000e+02   2.3739166e-01   2.7527941e+00   1.5969880e+00   1.9254571e-02
   4.0258000e+02   2.3934805e-01   2.7538893e+00   1.5969881e+00   1.9257925e-02
   4.0267000e+02   2.3232888e-01   2.7549847e+00   1.5969881e+00   1.9261278e-02
   4.0276000e+02   2.3468163e-01   2.7560803e+00   1.5969881e+00   1.9264632e-02
   4.0285000e+02   2.3776777e-01   2.7571762e+00   1.5969882e+00   1.9267986e-02
   4.0294000e+02   2.3184814e-01   2.7582722e+00   1.5969882e+00   1.9271339e-02
   4.0303000e+02   2.3408709e-01   2.7593685e+00   1.5969883e+00   1.9274693e-02
   4.0312000e+02   2.3819675e-01   2.7604649e+00   1.5969883e+00   1.9278047e-02
   4.0321000e+02   2.3203107e-01   2.7615616e+00   1.5969883e+00   1.9281400e-02
   4.0330000e+02   2.3331917e-01   2.7626586e+00   1.5969884e+00   1.9284754e-02
   4.0339000e+02   2.3729487e-01   2.7637557e+00   1.5969884e+00   1.9288108e-02
   4.0348000e+02   2.3116085e-01   2.7648531e+00   1.5969885e+00   1.9291462e-02
   4.0357000e+02   2.3156523e-01   2.7659506e+00   1.5969885e+00   1.9294815e-02
   4.0366000e+02   2.3715164e-01   2.7670484e+00   1.5969885e+00   1.9298169e-02
   4.0375000e+02   2.3124312e-01   2.7681464e+00   1.5969886e+00   1.9301523e-02
   4.0384000e+02   2.3148606e-01   2.7692446e+00   1.5969886e+00   1.9304877e-02
   4.0393000e+02   2.3539725e-01   2.7703431e+00   1.5969887e+00   1.9308231e-02
   4.0402000e+02   2.2977750e-01   2.7714417e+00   1.5969887e+00   1.9311585e-02
   4.0411000e+02   2.2984722e-01   2.7725406e+00   1.5969887e+00   1.9314939e-02
   4.0420000e+02   2.3471900e-01   2.7736397e+00   1.5969888e+00   1.9318293e-02
   4.0429000e+02   2.3023428e-01   2.7747390e+00   1.5969888e+00   1.9321647e-02
   4.0438000e+02   2.2974788e-01   2.7758386e+00   1.5969889e+00   1.9325001e-02
   4.0447000e+02   2.3443997e-01   2.7769383e+00   1.5969889e+00   1.9328355e-02
   4.0456000e+02   2.3015770e-01   2.7780383e+00   1.5969890e+00   1.9331709e-02
   4.0465000e+02   2.2862857e-01   2.7791385e+00   1.5969890e+00   1.9335063e-02
   4.0474000e+02   2.3277923e-01   2.7802389e+00   1.5969890e+00   1.9338417e-02
   4.0483000e+02   2.2930951e-01   2.7813395e+00   1.5969891e+00   1.9341771e-02
   4.0492000e+02   2.2759670e-01   2.7824403e+00   1.5969891e+00   1.9345125e-02
   4.0501000e+02   2.3254165e-01   2.7835414e+00   1.5969892e+00   1.9348479e-02
   4.0510000e+02   2.2993861e-01   2.7846427e+00   1.5969892e+00   1.9351834e-02
