# Original image data
# 32x32
0.004,	0.005,	0.006,	0.003,	0.001,	0.001,	0.002,	0.000,	0.004,	0.005,	0.003,	0.001,	0.002,	0.003,	0.001,	0.001,	0.002,	0.002,	0.004,	0.002,	0.003,	0.005,	0.007,	0.009,	0.002,	0.001,	0.001,	0.002,	0.002,	0.002,	0.001,	0.002
0.005,	0.006,	0.007,	0.007,	0.001,	0.001,	0.001,	0.003,	0.006,	0.008,	0.010,	0.003,	0.004,	0.003,	0.003,	0.001,	0.000,	0.003,	0.003,	0.004,	0.004,	0.006,	0.006,	0.005,	0.001,	0.001,	0.001,	0.002,	0.002,	0.001,	0.004,	0.001
0.005,	0.004,	0.006,	0.005,	0.000,	0.001,	0.008,	0.002,	0.007,	0.009,	0.013,	0.006,	0.003,	0.001,	0.002,	0.001,	0.001,	0.003,	0.006,	0.002,	0.006,	0.008,	0.004,	0.003,	0.002,	0.003,	0.004,	0.001,	0.000,	0.002,	0.001,	0.003
0.002,	0.010,	0.008,	0.005,	0.001,	0.002,	0.002,	0.004,	0.006,	0.010,	0.010,	0.005,	0.002,	0.003,	0.001,	0.000,	0.003,	0.001,	0.004,	0.001,	0.002,	0.006,	0.004,	0.002,	0.002,	0.002,	0.001,	0.001,	0.002,	0.005,	0.002,	0.000
0.008,	0.001,	0.009,	0.007,	0.001,	0.003,	0.007,	0.009,	0.014,	0.013,	0.010,	0.006,	0.000,	0.003,	0.003,	0.002,	0.002,	0.010,	0.010,	0.005,	0.008,	0.005,	0.002,	0.002,	0.002,	0.001,	0.002,	0.001,	0.000,	0.000,	0.001,	0.002
0.003,	0.004,	0.011,	0.005,	0.003,	0.010,	0.014,	0.010,	0.013,	0.008,	0.012,	0.002,	0.008,	0.005,	0.002,	0.002,	0.004,	0.007,	0.014,	0.007,	0.006,	0.010,	0.006,	0.003,	0.002,	0.003,	0.001,	0.001,	0.001,	0.001,	0.000,	0.001
0.003,	0.007,	0.013,	0.004,	0.010,	0.018,	0.031,	0.019,	0.031,	0.023,	0.021,	0.006,	0.017,	0.017,	0.017,	0.007,	0.015,	0.015,	0.016,	0.008,	0.016,	0.017,	0.004,	0.003,	0.003,	0.000,	0.001,	0.000,	0.001,	0.002,	0.001,	0.001
0.005,	0.005,	0.009,	0.007,	0.007,	0.011,	0.023,	0.017,	0.019,	0.020,	0.015,	0.014,	0.018,	0.007,	0.010,	0.008,	0.014,	0.011,	0.020,	0.011,	0.011,	0.009,	0.006,	0.001,	0.001,	0.002,	0.001,	0.000,	0.001,	0.002,	0.001,	0.001
0.011,	0.018,	0.012,	0.010,	0.014,	0.023,	0.036,	0.030,	0.035,	0.046,	0.033,	0.017,	0.031,	0.040,	0.062,	0.034,	0.026,	0.040,	0.039,	0.031,	0.022,	0.018,	0.016,	0.008,	0.008,	0.009,	0.006,	0.002,	0.000,	0.000,	0.001,	0.001
0.011,	0.015,	0.011,	0.007,	0.016,	0.032,	0.031,	0.046,	0.038,	0.052,	0.036,	0.026,	0.051,	0.077,	0.109,	0.053,	0.053,	0.076,	0.070,	0.039,	0.037,	0.028,	0.026,	0.012,	0.011,	0.010,	0.005,	0.000,	0.002,	0.001,	0.001,	0.001
