# Original image data
# 32x32
0.005,	0.005,	0.006,	0.003,	0.001,	0.000,	0.003,	0.001,	0.003,	0.003,	0.002,	0.000,	0.003,	0.003,	0.001,	0.001,	0.001,	0.002,	0.003,	0.001,	0.001,	0.005,	0.008,	0.009,	0.001,	0.002,	0.005,	0.003,	0.002,	0.003,	0.001,	0.001
0.004,	0.007,	0.006,	0.008,	0.000,	0.001,	0.001,	0.004,	0.004,	0.005,	0.004,	0.002,	0.004,	0.003,	0.005,	0.001,	0.000,	0.002,	0.003,	0.002,	0.004,	0.006,	0.006,	0.006,	0.002,	0.003,	0.002,	0.003,	0.002,	0.002,	0.005,	0.001
0.005,	0.004,	0.006,	0.005,	0.000,	0.000,	0.010,	0.003,	0.005,	0.006,	0.009,	0.005,	0.004,	0.002,	0.000,	0.002,	0.000,	0.002,	0.005,	0.003,	0.005,	0.007,	0.006,	0.003,	0.001,	0.001,	0.008,	0.002,	0.001,	0.003,	0.002,	0.003
0.001,	0.010,	0.007,	0.005,	0.002,	0.003,	0.002,	0.004,	0.004,	0.006,	0.009,	0.004,	0.001,	0.001,	0.003,	0.000,	0.003,	0.002,	0.004,	0.001,	0.004,	0.006,	0.004,	0.003,	0.001,	0.004,	0.002,	0.004,	0.003,	0.007,	0.004,	0.001
0.008,	0.000,	0.008,	0.009,	0.003,	0.001,	0.002,	0.008,	0.010,	0.011,	0.010,	0.005,	0.001,	0.003,	0.004,	0.004,	0.002,	0.009,	0.007,	0.002,	0.007,	0.006,	0.003,	0.004,	0.001,	0.001,	0.006,	0.002,	0.001,	0.001,	0.001,	0.002
0.003,	0.003,	0.010,	0.004,	0.001,	0.006,	0.009,	0.007,	0.012,	0.007,	0.010,	0.002,	0.007,	0.003,	0.001,	0.001,	0.002,	0.004,	0.010,	0.004,	0.007,	0.008,	0.005,	0.003,	0.001,	0.001,	0.002,	0.002,	0.001,	0.001,	0.001,	0.001
0.003,	0.005,	0.011,	0.003,	0.005,	0.011,	0.021,	0.013,	0.023,	0.022,	0.017,	0.005,	0.015,	0.014,	0.013,	0.006,	0.012,	0.013,	0.012,	0.007,	0.014,	0.011,	0.003,	0.004,	0.002,	0.001,	0.002,	0.001,	0.002,	0.001,	0.001,	0.001
0.004,	0.004,	0.008,	0.005,	0.006,	0.009,	0.018,	0.012,	0.017,	0.016,	0.013,	0.011,	0.016,	0.006,	0.010,	0.005,	0.010,	0.009,	0.014,	0.009,	0.010,	0.008,	0.006,	0.001,	0.000,	0.001,	0.000,	0.000,	0.002,	0.001,	0.001,	0.001
0.009,	0.015,	0.011,	0.009,	0.012,	0.023,	0.031,	0.026,	0.032,	0.049,	0.031,	0.016,	0.028,	0.036,	0.058,	0.033,	0.021,	0.033,	0.034,	0.028,	0.017,	0.021,	0.019,	0.010,	0.007,	0.009,	0.005,	0.003,	0.001,	0.000,	0.001,	0.001
0.010,	0.014,	0.011,	0.005,	0.017,	0.033,	0.033,	0.045,	0.046,	0.060,	0.035,	0.024,	0.044,	0.071,	0.091,	0.043,	0.041,	0.071,	0.058,	0.040,	0.038,	0.026,	0.028,	0.015,	0.010,	0.009,	0.006,	0.001,	0.003,	0.001,	0.002,	0.001
0.011,	0.009,	0.011,	0.005,	0.013,	0.018,	0.054,	0.034,	0.030,	0.036,	0.031,	0.022,	0.056,	0.067,	0.079,	0.042,	0.063,	0.049,	0.055,	0.032,	0.036,	0.031,	0.026,	0.009,	0.008,	0.010,	0.008,	0.006,	0.002,	0.004,	0.004,	0.005
0.005,	0.012,	0.008,	0.005,	0.006,	0.016,	0.043,	0.025,	0.028,	0.029,	0.026,	0.018,	0.060,	0.088,	0.104,	0.053,	0.039,	0.044,	0.045,	0.024,	0.023,	0.034,	0.019,	0.010,	0.001,	0.022,	0.008,	0.003,	0.002,	0.001,	0.014,	0.004
0.007,	0.003,	0.009,	0.004,	0.011,	0.020,	0.034,	0.029,	0.023,	0.025,	0.024,	0.020,	0.056,	0.073,	0.060,	0.034,	0.057,	0.062,	0.054,	0.022,	0.024,	0.024,	0.018,	0.010,	0.010,	0.012,	0.010,	0.003,	0.002,	0.002,	0.004,	0.000
0.001,	0.005,	0.010,	0.005,	0.011,	0.028,	0.035,	0.022,	0.024,	0.027,	0.029,	0.028,	0.048,	0.056,	0.062,	0.022,	0.048,	0.067,	0.051,	0.031,	0.020,	0.026,	0.023,	0.009,	0.007,	0.011,	0.012,	0.007,	0.001,	0.001,	0.004,	0.002
0.003,	0.007,	0.008,	0.010,	0.011,	0.028,	0.035,	0.018,	0.056,	0.051,	0.044,	0.045,	0.061,	0.072,	0.085,	0.103,	0.060,	0.048,	0.075,	0.034,	0.021,	0.018,	0.010,	0.005,	0.003,	0.004,	0.012,	0.022,	0.001,	0.002,	0.002,	0.002
0.012,	0.013,	0.013,	0.007,	0.009,	0.026,	0.040,	0.022,	0.040,	0.033,	0.025,	0.017,	0.061,	0.061,	0.091,	0.046,	0.053,	0.057,	0.076,	0.031,	0.016,	0.012,	0.011,	0.005,	0.003,	0.004,	0.014,	0.014,	0.000,	0.001,	0.003,	0.004
0.011,	0.014,	0.013,	0.006,	0.012,	0.025,	0.037,	0.039,	0.060,	0.044,	0.039,	0.022,	0.046,	0.062,	0.082,	0.068,	0.067,	0.088,	0.062,	0.022,	0.008,	0.004,	0.001,	0.001,	0.001,	0.002,	0.001,	0.001,	0.004,	0.004,	0.007,	0.008
0.016,	0.023,	0.030,	0.009,	0.017,	0.040,	0.048,	0.060,	0.089,	0.091,	0.066,	0.037,	0.043,	0.060,	0.115,	0.122,	0.088,	0.095,	0.075,	0.034,	0.015,	0.012,	0.001,	0.000,	0.001,	0.002,	0.001,	0.001,	0.005,	0.005,	0.008,	0.009
0.012,	0.013,	0.014,	0.006,	0.023,	0.040,	0.058,	0.044,	0.073,	0.079,	0.055,	0.047,	0.069,	0.074,	0.113,	0.093,	0.090,	0.088,	0.081,	0.042,	0.015,	0.009,	0.002,	0.001,	0.008,	0.003,	0.003,	0.003,	0.003,	0.007,	0.010,	0.007
0.004,	0.019,	0.032,	0.007,	0.030,	0.037,	0.066,	0.050,	0.106,	0.072,	0.047,	0.060,	0.059,	0.085,	0.130,	0.109,	0.106,	0.133,	0.105,	0.057,	0.029,	0.006,	0.002,	0.001,	0.005,	0.002,	0.013,	0.001,	0.003,	0.008,	0.009,	0.010
0.012,	0.023,	0.035,	0.005,	0.008,	0.031,	0.041,	0.037,	0.055,	0.040,	0.046,	0.036,	0.037,	0.045,	0.109,	0.091,	0.123,	0.117,	0.117,	0.056,	0.020,	0.011,	0.002,	0.002,	0.002,	0.004,	0.007,	0.001,	0.004,	0.006,	0.009,	0.011
0.017,	0.029,	0.023,	0.020,	0.011,	0.016,	0.034,	0.033,	0.035,	0.053,	0.046,	0.029,	0.027,	0.046,	0.084,	0.063,	0.065,	0.087,	0.111,	0.053,	0.024,	0.007,	0.002,	0.001,	0.007,	0.015,	0.009,	0.009,	0.005,	0.005,	0.010,	0.010
0.015,	0.017,	0.035,	0.028,	0.008,	0.017,	0.019,	0.014,	0.039,	0.038,	0.028,	0.017,	0.014,	0.034,	0.040,	0.029,	0.046,	0.055,	0.063,	0.024,	0.013,	0.004,	0.004,	0.002,	0.011,	0.015,	0.014,	0.008,	0.007,	0.006,	0.010,	0.009
0.012,	0.015,	0.024,	0.014,	0.004,	0.007,	0.019,	0.016,	0.027,	0.027,	0.026,	0.018,	0.010,	0.019,	0.029,	0.024,	0.017,	0.031,	0.040,	0.017,	0.004,	0.000,	0.003,	0.003,	0.012,	0.012,	0.011,	0.006,	0.008,	0.005,	0.006,	0.006
0.000,	0.002,	0.003,	0.003,	0.003,	0.001,	0.003,	0.002,	0.003,	0.004,	0.002,	0.002,	0.004,	0.005,	0.014,	0.017,	0.019,	0.023,	0.013,	0.008,	0.003,	0.005,	0.004,	0.002,	0.015,	0.011,	0.009,	0.004,	0.005,	0.006,	0.002,	0.003
0.000,	0.003,	0.002,	0.005,	0.004,	0.001,	0.010,	0.003,	0.001,	0.001,	0.001,	0.002,	0.002,	0.004,	0.011,	0.005,	0.003,	0.009,	0.011,	0.007,	0.004,	0.006,	0.004,	0.003,	0.013,	0.012,	0.018,	0.006,	0.003,	0.004,	0.009,	0.004
0.000,	0.001,	0.005,	0.004,	0.005,	0.001,	0.006,	0.008,	0.003,	0.001,	0.002,	0.001,	0.000,	0.003,	0.000,	0.000,	0.003,	0.006,	0.010,	0.010,	0.002,	0.006,	0.009,	0.007,	0.014,	0.012,	0.011,	0.010,	0.003,	0.004,	0.003,	0.003
